Index;Quelle;Projektname;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;Projekt-Abkürzung;Art;Einsatzbereich
69;https://www.civic-coding.de/community/projekt/gemeinschaft-staerken-gewerkschaften-sichtbarer-machen/1327;Gemeinschaft stärken - Gewerkschaften sichtbarer machen;https://www.civic-coding.de/community/projekt/gemeinschaft-staerken-gewerkschaften-sichtbarer-machen/1327;Civic Coding;Unbekannt;Wir machen Gewerkschaften im öffentlichen Raum sichtbarer. Wir sprechen mit Passant*innen, informieren sie über gewerkschaftliche Arbeit und zeigen, welche Vorteile eine Mitgliedschaft in einer Gewerkschaft hat. KI soll uns bei der Planung und Logistik unserer Teams unterstützen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Prozessautomatisierung, KI-Anwendung, Dashboard, Plattform, Datenvisualisierung, Automatisierung, Datenmanagement;Arbeit, Soziale Arbeit, Stadt, Demokratie, Wahlen, Partizipation, Politische Bildung
70;https://www.civic-coding.de/community/projekt/soft-skill-navigator-und-zertifikat-wurdigung-und-teilhabe-fur-menschen-mit-behinderungen/1324;Soft Skill-Navigator und -Zertifikat – Würdigung und Teilhabe für Menschen mit Behinderungen;https://www.civic-coding.de/community/projekt/soft-skill-navigator-und-zertifikat-wurdigung-und-teilhabe-fur-menschen-mit-behinderungen/1324;Civic Coding;Unbekannt;VolonTOOL skaliert Ansätze aus „BadgeUp your Life“ in Förderschulen. Dort fehlen systematische Nachweise von Soft Skills. Mittels KI wird das TOOL barrierefrei, macht Stärken sichtbar, die über Teilhabe und Zukunftschancen entscheiden – für mehr Anerkennung und Selbstwirksamkeit.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;VolonTOOL;Plattform, KI-Anwendung, Web-App, Digitale Plattform, Datenvisualisierung, Prozessautomatisierung;Inklusion, Menschen mit Behinderung, Jugend, Arbeit, Soziale Arbeit, Chancengleichheit
71;https://www.civic-coding.de/community/projekt/der-inwi-bot/1320;Der InWi-Bot;https://www.civic-coding.de/community/projekt/der-inwi-bot/1320;Civic Coding;Unbekannt;Ein open-source Chat-Bot für die Unterstützung von Wirkungsmanager*innen, der nicht nur ihren Arbeitsalltag erleichtern und automatisieren soll, sondern auch gezielt bei der (Weiter-)Entwicklung helfen soll.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;InWi;Open-Source, KI Anwendung, Maschinelles Lernen;Arbeit, KI, Wohlfahrt, Bildung
72;https://www.civic-coding.de/community/projekt/ki-goes-suchtreha-testing-unter-realbedingungen-und-roll-out/1316;KI goes Suchtreha - Testing unter Realbedingungen und Roll out;https://www.civic-coding.de/community/projekt/ki-goes-suchtreha-testing-unter-realbedingungen-und-roll-out/1316;Civic Coding;Unbekannt;In der 1. Phase wurden wir (über Civic Coding) bereits mit einer Bedarfs-Analyse + Tool-Recherche von n3xtcoder/Team Simon Stegemann supportet. Nun brauchen wir weitere techn. Beratung für reales Testen und Pre-Implementierung/Teil-Roll-out, sonst verpuffen die Zwischenerfolge!;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Natural Language Processing, Textzusammenfassung, Automatisierung, Prozessautomatisierung, Dokumentationstool;Soziale Arbeit, Gesundheit, Kinder- und Jugendhilfe, Arbeit
73;https://www.civic-coding.de/community/projekt/vira-virtuelle-intelligente-resonanz-assistenz/1315;VIRA – Virtuelle Intelligente Resonanz-Assistenz;https://www.civic-coding.de/community/projekt/vira-virtuelle-intelligente-resonanz-assistenz/1315;Civic Coding;Unbekannt;VIRA ist ein KI-System der nächsten Generation, das Sprache, Emotion, Mimik und Kontext vereint, um auf menschlicher Ebene zu interagieren. Es basiert auf modularer Multimodalverarbeitung, neuronaler Lernfähigkeit und emotionaler Selbstentwicklung;CC-BY-NC-ND 4.0;https://www.civic-coding.de;VIRA;KI-Anwendung, Maschinelles Lernen, Natural Language Processing;Bildung, Soziale Arbeit, Beratung, Barrierefreiheit, Kultur, Technologie, Partizipation
74;https://www.civic-coding.de/community/projekt/virtual-conflict-academy-lernen-sie-konflikte-meistern/1311;Virtual Conflict Academy - Lernen Sie Konflikte meistern;https://www.civic-coding.de/community/projekt/virtual-conflict-academy-lernen-sie-konflikte-meistern/1311;Civic Coding;Unbekannt;Wir entwickeln immersive Konflikttrainings in der Virtuellen Realität (VR). Dafür kombinieren wir VR-Technologie und erschaffen realitätsnahe Szenarien, mit KI-gesteuerten virtuellen Agenten (Avatare), die Echtzeitdialoge und dynamische Interaktionen ermöglichen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;VCA;Simulation, Training, KI-Anwendung, E-Learning;Soziale Arbeit, Gewalt, Inklusion, Arbeit, Chancengleichheit
75;https://www.civic-coding.de/community/projekt/jobtensor-ki-jobboard-fur-mint-fachkraefte/1288;jobtensor - KI jobboard für MINT Fachkräfte;https://www.civic-coding.de/community/projekt/jobtensor-ki-jobboard-fur-mint-fachkraefte/1288;Civic Coding;Unbekannt;Jobtensor.de ist eine spezialisierte Jobbörse für IT, Ingenieurwesen & Naturwissenschaften. Mit KI-gestützter Suche, Gehaltsangaben & Tech-Stack-Filtern finden Bewerber schnell passende Jobs. Unternehmen profitieren von zielgerichtetem Recruiting & datengetriebenem Marketing.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, Plattform, Datenportal;Arbeit, KI, Datenanalyse, Technologie
76;https://www.civic-coding.de/community/projekt/mendit-ki-gestutzte-reparatur-cafes-fur-standardisierte-und-weltweit-zugaengliche-diy-loesungen/1282;mendIT – KI-gestützte Reparatur-Cafés für standardisierte und weltweit zugängliche DIY-Lösungen.;https://www.civic-coding.de/community/projekt/mendit-ki-gestutzte-reparatur-cafes-fur-standardisierte-und-weltweit-zugaengliche-diy-loesungen/1282;Civic Coding;Unbekannt;Automatisierte Reparatur-Cafés, die Werkzeuge und Sensoren bereitstellen, um DIY-Prozesse zu dokumentieren. Über eine App können Probleme beschrieben, Projekte entdeckt und Anleitungen erstellt werden. KI analysiert Daten, standardisiert Lösungen und belohnt hilfreiche Beiträge.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;mendIT;Plattform, KI Anwendung, Computer Vision, Maschinelles Lernen, Web-App, Automatisierung, Datenvisualisierung;Umweltschutz, Nachhaltigkeit, Bildung, Arbeit, Technologie, Soziale Arbeit, Partizipation
77;https://www.civic-coding.de/community/projekt/accessful-ai-der-erste-ki-basierte-pdf-accessibility-agent/1279;Accessful AI – der erste KI-basierte PDF Accessibility Agent;https://www.civic-coding.de/community/projekt/accessful-ai-der-erste-ki-basierte-pdf-accessibility-agent/1279;Civic Coding;Unbekannt;Accessful AI nutzt KI, um PDFs automatisiert zugänglicher zu machen. Unser Tool unterstützt Unternehmen dabei, Vorgaben wie BFSG und EAA effizient umzusetzen – und wichtige Dokumente inklusiv, verständlich und technisch zugänglich aufzubereiten.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, Maschinelles Lernen, KI-Anwendung, Plattform, Automatisierung, Prozessautomatisierung;Inklusion, Menschen mit Behinderung, Bildung, Technologie, KI, Gesundheit
78;https://www.civic-coding.de/community/projekt/ichbinreal-i-vernunft-in-online-interaktionen/1275;ICH•BIN•REAL I VERNUNFT IN ONLINE INTERAKTIONEN;https://www.civic-coding.de/community/projekt/ichbinreal-i-vernunft-in-online-interaktionen/1275;Civic Coding;Unbekannt;ICH•BIN•REAL ist eine nutzergesteuerte Anwendung, unterstützt durch KI, die respektvolle Online-Interaktionen fördert und Nutzern ermöglicht, toxisches oder extremes politisches Verhalten zu erkennen, zu kennzeichnen, zu vermeiden und zu melden.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Open-Source, KI-Anwendung, Maschinelles Lernen;Anti-Diskriminierung, Inklusion, Frauen, Kinder- und Jugendhilfe, Gleichberechtigung, Menschenrechte, Partizipation
79;https://www.civic-coding.de/community/projekt/leichter-lesen-lernen/1268;Leichter Lesen Lernen;https://www.civic-coding.de/community/projekt/leichter-lesen-lernen/1268;Civic Coding;Unbekannt;Unsere KI-gestützte Assistenz für Kinder im LRS- (Legasthenie-)Spektrum soll bereits ab der 1. Klasse dabei helfen, Silben und Wörter besser zu erkennen und die Lesegeschwindigkeit zu erhöhen. Die KI unterstützt die Kinder via Spracherkennung, Feedback und Wiederholung.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, KI-Anwendung, Automatisierung, Natural Language Processing, Web-App;Inklusion, Chancengleichheit, Bildung, Integration, Migration, Soziale Arbeit
80;https://www.civic-coding.de/community/projekt/ethik-ki-trifft-burger/1265;Ethik & KI trifft Bürger;https://www.civic-coding.de/community/projekt/ethik-ki-trifft-burger/1265;Civic Coding;Unbekannt;Einheitliche Entwicklung von Normen in der öffentlichen Verwaltung zur Nutzung von vertrauenswürdiger KI für Dienstleistungen an Bürgern.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Workshops;Partizipation, Anti-Diskriminierung, Zivilgesellschaft
81;https://www.civic-coding.de/community/projekt/civicguard-counterspeech-crisis-communication-tool-fur-redaktionen-ngos-unternehmen-im-umgang-mit-digitaler-gewalt/1264;CivicGuard: CounterSpeech & Crisis Communication Tool für Redaktionen, NGOs & Unternehmen im Umgang mit digitaler Gewalt;https://www.civic-coding.de/community/projekt/civicguard-counterspeech-crisis-communication-tool-fur-redaktionen-ngos-unternehmen-im-umgang-mit-digitaler-gewalt/1264;Civic Coding;Unbekannt;CivicGuard ist ein KI-Tool, das Redaktionen und Community-Managern hilft, auf digitale Gewalt und Online-Hass effizient zu reagieren. Es analysiert Kommentare, bietet passgenaue Gegenrede-Strategien an und unterstützt bei der Krisenkommunikation, um Online-Diskurse zu moderieren.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI Anwendung, Plattform;Antidiskriminierung, Bildung, Soziale Arbeit, Inklusion, Chancengleichheit, Politische Bildung
82;https://www.civic-coding.de/community/projekt/digitalisierung-unseres-beratungsprozesses-teil-1-videotext-to-kurzfilm-folgeprozess/1262;Digitalisierung unseres Beratungsprozesses (Teil 1) - Video/Text-to-Kurzfilm & Folgeprozess;https://www.civic-coding.de/community/projekt/digitalisierung-unseres-beratungsprozesses-teil-1-videotext-to-kurzfilm-folgeprozess/1262;Civic Coding;Unbekannt;Wir haben umfangreiches schriftliches Infomaterial, Fragebögen und Mitschnitte von digitalen Beratungsgesprächen, die wir immer wieder verschicken bzw. einzeln beraten. Aus dem Material soll eine interaktive Information/Film entstehen, das on-demand alle Fragen vorab beantwortet.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Prozessautomatisierung, Interaktive App, Automatisierung, Natural Language Processing, Large Language Model (LLM), Web-App;Soziale Arbeit, Kinder- und Jugendhilfe, Chancengleichheit, Wohlfahrt
83;https://www.civic-coding.de/community/projekt/einfuhrung-eines-ki-gestutzten-fuhrparkmanagementsystems-fur-inklusionsunternehmen/1260;Einführung eines KI gestützten Fuhrparkmanagementsystems (für Inklusionsunternehmen);https://www.civic-coding.de/community/projekt/einfuhrung-eines-ki-gestutzten-fuhrparkmanagementsystems-fur-inklusionsunternehmen/1260;Civic Coding;Unbekannt;Wir - eine Inklusionsunternehmen möchten mit einem KI gestützten Fahrtenbuchsystem den Fuhrpark des Unternehmens effizienter, transparenter und übersichtlicher gestalten. Der administrative Aufwand soll für unsere Mitarbeiter erheblich vereinfacht und reduziert werden.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Prozessautomatisierung, Automatisierung, Datenanalyse, Web-App;Menschen mit Behinderung, Barrierefreiheit, Chancengleichheit, Integration, Arbeit, Umweltschutz, Klimaschutz
84;https://www.civic-coding.de/community/projekt/foresightconnect-gemeinsam-zukunfte-entwickeln-und-explorieren/1257;ForesightConnect - Gemeinsam Zukünfte entwickeln und explorieren!;https://www.civic-coding.de/community/projekt/foresightconnect-gemeinsam-zukunfte-entwickeln-und-explorieren/1257;Civic Coding;Unbekannt;Wir können die Zukunft nicht vorhersagen, aber auf Basis heutigen Wissens mögliche Szenarien entwickeln: ForesightConnect stellt Trend- und Signalwissen bereit und lässt Lernende per KI-Tools interaktiv wünschbare Entwicklungen erforschen und Zukunftskompetenzen trainieren.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, KI-Anwendung, Datenportal, Web-App, Interaktive App, Datenvisualisierung;Jugend, Demokratie, Klimaschutz, KI, Arbeit, Partizipation, Stadt
85;https://www.civic-coding.de/community/projekt/capacity-building-fur-eine-ggmbh-mustererkennung-in-unstrukturierten-daten/1240;Capacity Building für eine gGmbh + Mustererkennung in unstrukturierten Daten;https://www.civic-coding.de/community/projekt/capacity-building-fur-eine-ggmbh-mustererkennung-in-unstrukturierten-daten/1240;Civic Coding;Unbekannt;Wir möchten die Mitarbeitenden unserer gGmbH zum Einsatz von KI in der Philanthropie, dem Community Building und der Administration schulen. Außerdem möchten wir die Möglichkeiten einer KI zur Mustererkennung in unstrukturierten Daten einer Alumni-Plattform besser verstehen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, Workshops, Maschinelles Lernen, KI-Anwendung, Prozessautomatisierung, Datenanalyse, Bericht;Soziale Arbeit, Zivilgesellschaft, Bildung, KI, Wohlfahrt, International, Partizipation
86;https://www.civic-coding.de/community/projekt/comms4good/1237;Comms4Good;https://comms4good.de/;Civic Coding;Unbekannt;Im Projekt Comms4Good entwickeln die IU Internationale Hochschule, das Start-up Producer Media UG und die gemeinnützigen Aktiengesellschaft Phineo einen KI-basierten, virtuellen Assistenten, der die Öffentlichkeitsarbeit von sozialen und gemeinnützigen Organisationen unterstützt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;Comms4Good;KI Anwendung, Plattform, Web-App, Datenanalyse;Soziale Arbeit, Bildung, Technologie, KI, Partizipation
87;https://www.civic-coding.de/community/projekt/balkonsonne-app/1236;BalkonSonne App;https://www.civic-coding.de/community/projekt/balkonsonne-app/1236;Civic Coding;Unbekannt;Mit der BalkonSonne App kann jede/r in wenigen Minuten herausfinden, wie groß das Solarpotenzial auf dem eigenen Balkon ist. Die App erkennt, wie viel Sonneneinstrahlung auf dem Balkon ankommt und gibt eine individuelle Ertragsprognose in minutenschnelle.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, Maschinelles Lernen, Computer Vision, Open-Source, KI Anwendung;Klimaschutz, Umweltschutz, Energie, Gleichstellung, Chancengleichheit, Nachhaltigkeit
88;https://www.civic-coding.de/community/projekt/neverwritten-stories/1235;Neverwritten Stories;https://www.civic-coding.de/community/projekt/neverwritten-stories/1235;Civic Coding;Unbekannt;Neverwritten nutzt KI, um interaktive, personalisierte Geschichten zu erstellen. Dadurch wollen wir das Leseinteresse bei Jugendlichen und Erwachsenen steigern, indem wir Gamification-Elemente ins Lesen einbinden und die Lesekompetenz nachhaltig fördern;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI-Anwendung, Maschinelles Lernen, Web-App, Interaktive App, E-Learning, Plattform;Bildung, Jugendarbeit, Chancengleichheit, Partizipation, Kultur, Technologie, KI
89;https://www.civic-coding.de/community/projekt/prufennachbearbeiten-von-ki-fur-leichte-sprache/1234;Prüfen/Nachbearbeiten von KI für Leichte Sprache;https://www.civic-coding.de/community/projekt/prufennachbearbeiten-von-ki-fur-leichte-sprache/1234;Civic Coding;Laufend;Wie können wir als Übersetzungsbüro für Leichte Sprache bestehende KI-Programme noch besser nutzen? Wie können nachhaltige Strategien für eine bessere Nachbearbeitung von KI-Tools für Leichte Sprache entwickelt werden?;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Beratung, Workshops;Inklusion, Bildung, Chancengleichheit, Teilhabe
90;https://www.civic-coding.de/community/projekt/landmaschine/1232;Landmaschine;https://maschine.landlebtdoch.de;Civic Coding;Unbekannt;Die Landmaschine ist eine Such- und Sortiermaschine für Wissen, Projekte und Akteure auf dem Land.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, Datenportal, KI Anwendung, Plattform, Datenbank, Wissensmanagement;Ländlicher Raum, Landwirtschaft, Nachhaltigkeit, Teilhabe, Klimaschutz
91;https://www.civic-coding.de/community/projekt/stimmenrestauration-von-laryngektomie-patienten/1228;Stimmenrestauration von Laryngektomie-Patienten;https://www.civic-coding.de/community/projekt/stimmenrestauration-von-laryngektomie-patienten/1228;Civic Coding;Unbekannt;Mithilfe einer Ki-Spracherkennung und einer Ki-Stimme wird es Laryngektomie Patienten ermöglicht wieder mit einer natürlich klingenden Stimme in den Alltag zurückzukehren.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, KI Anwendung, Datenanalyse, Automatisierung;Gesundheit, Inklusion, Technologie
92;https://www.civic-coding.de/community/projekt/u-impact-mobilising-private-capital-towards-sustainability-in-a-human-centric-approach/1227;U Impact - Mobilising private capital towards sustainability in a human-centric approach;https://www.civic-coding.de/community/projekt/u-impact-mobilising-private-capital-towards-sustainability-in-a-human-centric-approach/1227;Civic Coding;Unbekannt;U Impact’s SaaS solution enhances sustainable fund inflows by gamifying the investor journey and using AI to deliver personalized ESG insights. We envision our AI-driven system to analyses behaviour, automates data integration, and refines recommendations to boost engagement.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, KI Anwendung, Maschinelles Lernen, Natural Language Processing, Datenvisualisierung;Umweltschutz, Klimaschutz, Nachhaltigkeit, Inklusion, Chancengleichheit, Gleichstellung, Verbraucherschutz
93;https://www.civic-coding.de/community/projekt/eine-leicht-bedienbare-nutzeroberflaeche-fur-whisper/1226;Eine leicht bedienbare Nutzeroberfläche für Whisper;https://www.civic-coding.de/community/projekt/eine-leicht-bedienbare-nutzeroberflaeche-fur-whisper/1226;Civic Coding;Unbekannt;Whisper ist eine KI, die aus gesprochener Sprache Texte erstellt. Eine leicht bedienbare Benutzeroberfläche macht diese Sprache-zu-Text-Funktion für Menschen ohne Programmierkenntnisse zugänglicher. Weitere Funktionen wie die Erkennung von Sprecher*innen ergänzen das Projekt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, KI-Anwendung, Prozessautomatisierung, Maschinelles Lernen;Senioren, Barrierefreiheit, Arbeit, Technologie, Partizipation
94;https://www.civic-coding.de/community/projekt/yamakoe/1223;Yamakoe;https://www.civic-coding.de/community/projekt/yamakoe/1223;Civic Coding;Unbekannt;Our solution consists of strategically geolocated sensors that monitor atmospheric data, those are connected together through a mesh network. an AI processes these data and detects atmosphere anomalies such as fires. The data is shared with authorities for fast response.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Monitoring, KI Anwendung, Datenvisualisierung, Web-App, Plattform, Datenanalyse;Umweltschutz, Klimaschutz, Nachhaltigkeit, Landwirtschaft, Technologie, Klima
95;https://www.civic-coding.de/community/projekt/barrierefai-ki-bot-fur-menschen-mit-behinderung-chronischer-oder-psychischer-erkrankung/1219;barrierefAI - KI-Bot für Menschen mit Behinderung, chronischer oder psychischer Erkrankung;https://www.civic-coding.de/community/projekt/barrierefai-ki-bot-fur-menschen-mit-behinderung-chronischer-oder-psychischer-erkrankung/1219;Civic Coding;Unbekannt;Entwicklung von 'barrierefrAI', ein KI-Bot, der die Barrierefreiheit in digitalen Räumen für Menschen mit Behinderungen verbessert. Der Bot bietet flexible Anpassungen, einfache und mehrsprachige Navigation sowie Informationssuche. Infos und Testlink: https://barrierefrai.com;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Web-App, Interaktive App, Plattform;Senioren, Gesundheit, Bildung, Öffentlicher Nahverkehr, Tourismus, Soziale Arbeit, Gleichstellung
96;https://www.civic-coding.de/community/projekt/co-learning-plattform/1218;Co-Learning Plattform;https://www.civic-coding.de/community/projekt/co-learning-plattform/1218;Civic Coding;Unbekannt;Wir wollen einen Co-Learning Hub etablieren. Mehrere Akteure aus unterschiedlichen KMUs sollen digital und Vorort zusammenkommen und an Lösungen für geteilte Herausforderungen arbeiten. Dabei werden sie von Experten unterstützt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Web-App, Open-Source;Arbeit, Bildung, Technologie
97;https://www.civic-coding.de/community/projekt/net4tec-ai-career-coach/1216;net4tec AI Career Coach;https://www.civic-coding.de/community/projekt/net4tec-ai-career-coach/1216;Civic Coding;Laufend;"Accelerating gender diversity, leveraging full talent pool, enabling women to thrive in their careers is no longer ""the right thing to do"", but has become a necessity. The AI-Career Coach, powered chatbot offers visitors our website a clear, 5-point plan 4 advancing their careers";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI Anwendung, Maschinelles Lernen, Open-Source, Plattform;Arbeit, Chancengleichheit, Geschlechtergerechtigkeit, Technologie, KI
98;https://www.civic-coding.de/community/projekt/urbansprawl-forecasting/1214;UrbanSprawl Forecasting;https://www.civic-coding.de/community/projekt/urbansprawl-forecasting/1214;Civic Coding;Unbekannt;Wir möchten AI, Satellitendaten und relevante Open-Source Daten zur genaueren Analyse von demografischen Entwicklungen insbesondere in Naturschutzgebieten nutzen, um zu verstehen, welche Ökosysteme (EU-Biodiversitätsstrategie) besonders schützenswert sind.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, Maschinelles Lernen, Datenanalyse, Datenvisualisierung;Umweltschutz, Klimaschutz, Stadtplanung, Nachhaltigkeit, Klimawandel
99;https://www.civic-coding.de/community/projekt/andyou-politisches-weiterdenken-futures-literacy-prompts-im-kontext-politischer-bildung/1212;#AndYou? Politisches Weiterdenken! - Futures Literacy Prompts im Kontext politischer Bildung;https://www.civic-coding.de/community/projekt/andyou-politisches-weiterdenken-futures-literacy-prompts-im-kontext-politischer-bildung/1212;Civic Coding;Unbekannt;Mit den Prompts können veröffentlichte Wahlprogramme und Aussagen aller Parteien analysiert und individuelle Zukunftsszenarien für die Nutzer*innen generiert werden, die aufzeigen, welche Auswirkungen ihre Wahlentscheidung auf die eigene Lebenssituation und die Gesellschaft hätte;CC-BY-NC-ND 4.0;https://www.civic-coding.de;AndYou;Open-Source, KI Anwendung, Web-App, Datenanalyse, E-Learning, Plattform, Interaktive App;Bildung, Partizipation, Wahlen, KI, Technologie
100;https://www.civic-coding.de/community/projekt/ingemeinschaft/1211;inGemeinschaft;https://www.civic-coding.de/community/projekt/ingemeinschaft/1211;Civic Coding;Unbekannt;Ein Fullservice-Angebot, das es älteren Menschen in größeren Wohnungen leicht macht, junge passende Mitbewohner zu finden. Damit gehen wir gleich mehrere gesellschaftlich-soziale Herausforderungen an: Altersarmut, Einsamkeit, mangelnder Wohnraum, Generationen-Konflikte, etc;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, KI-Anwendung, Matching, Web-App;Senioren, Wohnen, Soziale Arbeit, Integration, Inklusion, Gesundheit, Armut
101;https://www.civic-coding.de/community/projekt/smarte-partizipation-von-der-kiezkasse-bis-zum-burgerinnenhaushalt/1210;Smarte Partizipation - von der Kiezkasse bis zum Bürger:innenhaushalt;https://www.civic-coding.de/community/projekt/smarte-partizipation-von-der-kiezkasse-bis-zum-burgerinnenhaushalt/1210;Civic Coding;Unbekannt;"Im Pilotprojekt ""Smarte Partizipation"" geht es um die (Weiter-)entwicklung und Testung eines digitalen Tools das den Antrags- und Abwicklungsprozess von sogenannten Stadtteilbudgets vereinfacht und dadurch zugänglicher macht.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, Prozessautomatisierung, Plattform, Web-App, KI-Anwendung, Partizipation, Datenmanagement;Stadt, Demokratie, Partizipation, Verwaltung, Open Data, Technologie
102;https://www.civic-coding.de/community/projekt/clear-light-eva-ki-integration/1202;Clear Light EVA KI Integration;https://www.civic-coding.de/community/projekt/clear-light-eva-ki-integration/1202;Civic Coding;Laufend;B2B-Immobilien müssen intelligent gesteuert sein, um hypereffizient und CO₂-neutral zu werden. Wir entwickeln dazu ein Tool, welches div. Lösungen evaluiert und Entscheidungshilfen gibt. Mittels KI werden die Prozesse optimiert und beschleunigt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, Prozessautomatisierung, KI Anwendung;Klimaschutz, Umweltschutz, Energie, Stadtplanung, Technologie
103;https://www.civic-coding.de/community/projekt/coco/1201;COCO;https://www.civic-coding.de/community/projekt/coco/1201;Civic Coding;Unbekannt;COCO steht für Colorful Community und ist eine MINDFUL IMAGE SEARCH mit dem Ziel, tief verwurzelte Vorurteile zu bekämpfen. Konkret möchten wir ein Midjourney für diversifizierten Content bauen. Wir haben ein Modell entwickelt, welches Bilder durch nur 3 Parameter beschreibt;CC-BY-NC-ND 4.0;https://www.civic-coding.de;COCO;Maschinelles Lernen, KI Anwendung, Plattform, Web-App, Computer Vision;Inklusion, Anti-Diskriminierung, Gleichstellung, Partizipation
104;https://www.civic-coding.de/community/projekt/correctivfaktenforum-mit-civic-tech-burgerbeteiligung-im-faktenchecken-ermoeglichen/1197;CORRECTIV.Faktenforum: Mit Civic Tech Bürgerbeteiligung im Faktenchecken ermöglichen;https://www.civic-coding.de/community/projekt/correctivfaktenforum-mit-civic-tech-burgerbeteiligung-im-faktenchecken-ermoeglichen/1197;Civic Coding;Unbekannt;CORRECTIV.Faktenforum überträgt das Konzept Bürgerjournalismus aufs Faktenchecken, um Engagement gegen Desinformation zu ermöglichen. Parallel zur Community bauen wir unsere Plattform für kollaboratives Faktenchecken auf und entwickeln KI-Assistenztools.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Open-Source, KI-Anwendung, Maschinelles Lernen;Demokratie, Partizipation, Wahlen, Klima, Migration
105;https://www.civic-coding.de/community/projekt/machine-learning-by-deaf-hands/1196;Machine Learning by Deaf Hands;https://www.civic-coding.de/community/projekt/machine-learning-by-deaf-hands/1196;Civic Coding;Unbekannt;Als gehörlose Menschen wählen wir in der KI- und Avatar-Forschung einen anderen Weg zur Barrierefreiheit von gehörlosen Bürgern: Wir bringen der KI mittels einer Vielzahl an Videomaterial die Gebärdensprache bei, so wie Menschen die Gebärdensprache auch lernen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, KI Anwendung, Web-App;Barrierefreiheit, Menschen mit Behinderung, Bildung, Kultur, Technologie
106;https://www.civic-coding.de/community/projekt/actually-relevant-ai-powered-news-curation/1194;Actually Relevant - AI-powered news curation;https://www.civic-coding.de/community/projekt/actually-relevant-ai-powered-news-curation/1194;Civic Coding;Unbekannt;Actually Relevant is an AI-powered news curation services that evaluates news based on how important they are for humanity and its long-term future. It features stories on a website, a newsletter, and a podcast.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Webseite, Open-Source, Plattform, KI Anwendung;Umweltschutz
107;https://www.civic-coding.de/community/projekt/naavinetwork/1192;naavi.network;https://github.com/adytiaa/;Civic Coding;Unbekannt;AI-powered Educational Counselling Platform for Empowering students from all backgrounds to achieve their full potential and bridging the gap of social inequalities. The underlying technology powering synergised language models with domain (education) knowledge graphs.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Web-App, E-Learning;Weiterbildung, Jugend, Chancengerechtigkeit, Inklusion
108;https://www.civic-coding.de/community/projekt/news-profi/1190;News-Profi;https://www.civic-coding.de/community/projekt/news-profi/1190;Civic Coding;Unbekannt;Die News-Profi App wirkt der Verbreitung von Des- und Missinformation im Netz effektiv entgegen. Durch den Einsatz von KI, ermöglicht die App den Nutzer*Innen einen niederschwelligen Zugang zu den Services, die Meldungen, Bilder oder Videos auf Authenzität überprüfen können.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI-Anwendung, Plattform, Maschinelles Lernen;Inklusion, Politische Bildung, Demokratie, Partizipation, Bildung
