Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Projekt-Abkürzung,Lizenz,Lizenz-Organisation
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,OTT,https://nortal.com/de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,Estonia Unemployment Insurance Fund,Unbekannt,"Vor zwei Jahren hat die estnische Regierung potenzielle Probleme erarbeitet, die durch den Einsatz von KI gelöst werden könnten. Im Oktober 2020 ging das EUIF-Entscheidungsunterstützungstool für Berater (kurz OTT) live. Das OTT-System ist ein Werkzeug, das Beratern der Arbeitslosenversicherung hilft, schnell und effektiv Daten über eine arbeitslose Person (d. h. den Kunden) zu sammeln und zu analysieren. Gleichzeitig ist es möglich, die wirtschaftliche Lage zu berücksichtigen und die Chancen auf eine neue Stelle datengestützt und automatisiert vorherzusagen. OTT setzt auf den Einsatz von künstlicher Intelligenz. Genauer gesagt auf das maschinelle Lernmodell „Random Forest“, das auf Basis von Arbeitslosendaten der letzten fünf Jahre trainiert und getestet wurde. Basierend auf diesem spezifischen Modell sowie 60 verschiedenen Attributen und Indikatoren wird jede arbeitslose Person bewertet und ihre Chancen auf eine neue Stelle berechnet.",OTT,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,"MAMMOth ""Multi-Attribute, Multimodal Bias Mitigation in AI Systems""",https://mammoth-ai.eu/,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS (CERTH),Unbekannt,"Das EU-geförderte Projekt MAMMOth bekämpft KI-Bias, indem es sich auf die Minderung von Mehrfachdiskriminierung bei tabellarischen, Netzwerk- und multimodalen Daten konzentriert. In Zusammenarbeit mit Informatik- und KI-Experten wird das Projekt Werkzeuge für eine fairnessorientierte KI entwickeln, die die Rechenschaftspflicht in Bezug auf geschützte Merkmale wie Geschlecht, Rasse und Alter sicherstellen. Das Projekt wird auch Gemeinschaften schutzbedürftiger und/oder unterrepräsentierter Gruppen in die KI-Forschung einbeziehen, um sicherzustellen, dass die Bedürfnisse und Probleme der Nutzer tatsächlich im Mittelpunkt der Agenda stehen. Endziel ist die Entwicklung von Pilotprojekten für Finanz-/Kreditanträge, Identitätsprüfung und akademische Evaluierung.",MAMMOth,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Claudette Tool ,http://claudette.eui.eu/demo/,"European University Institute: Law Department, (led by professors Giovanni Sartor and Hans-W. Micklitz) & engineers from University of Bologna and University of Modena and Reggio Emilia",Unbekannt,"CLAUDETTE ist ein Tool, das KI nutzt, um potenziell unfaire Vertragsklauseln in Verbraucherverträgen und Datenschutzerklärungen zu identifizieren. Dabei kommen grammatikbasierte Ansätze zum Einsatz. Nutzer können Verträge innerhalb weniger Minuten per Copy-Paste prüfen lassen.",Claudette,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,EyeCaptain ,https://eyecaptain.de/,EyeCaptain e.V.,Unbekannt,"Kostenlose App, mit der andere Apps über Augenbewegungen gesteuert werden können. EyeCaptain nutzt Eye-Tracking, eine Technologie, mit der gemessen werden kann, welcher Bereich des Bildschirms betrachtet wird. Eine Infrarotkamera am Endgerät, z. B. dem Tablet, erkennt die Pupillen. Die Steuerung basiert dann auf den Bewegungen der Augen: Wenn man beispielsweise ein App-Icon länger betrachtet, öffnet sich die App.",EyeCaptain ,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,K1:STE – KI System für Erdsystemdaten,https://kiste-project.de/home-de/,Forschungszentrum Jülich GmbH,Unbekannt,"Ziel des Projekts ist es, die Analyse von Umweltdaten zu verbessern. Im Zuge dessen sollen zwei Plattformen entwickelt werden: Einerseits eine Plattform, die Datensätze und KI-Analysetools bereitstellt, und andererseits eine Plattform, die als Lernplattform für die Anwendung von KI-Tools dienen soll. Gesamtziel ist es, die Vorhersage bestimmter Wetterphänomene und deren Auswirkungen – z. B. Wolken und die Erzeugung von Solarstrom – zu erleichtern.",K1:STE,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KISTE,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/kiste/,Forschungszentrum Jülich GmbH; Universität zu Köln; 52° North Initiative for Geospatial Open Source Software GmbH; Rheinisch-Westfälische Technische Hochschule Aachen; Rheinische Friedrich-Wilhelms-Universität Bonn; Ambrosys GmbH,Unbekannt,"Eine KI-Strategie für Erdsystemdaten zur Analyse, Verarbeitung und Bereitstellung von Umweltveränderungen.",KISTE,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,SAI,https://fias.institute/de/projekte/sai-seismology-and-artificial-intelligence/,Frankfurt Institute for Advanced Studies,Unbekannt,"In diesem Projekt werden KI-Methoden auf die Seismologie angewendet. Ansätze des maschinellen Lernens und Deep Learnings werden auf Erdbebendaten angewendet. Zu diesem Zweck werden neue KI-Methoden entwickelt, die nicht nur für das Verständnis von Erdbeben, sondern auch für andere Naturkatastrophen genutzt werden können. Die daraus resultierende Expertise wird auch in Lehre und Forschung einfließen und könnte zudem auf industrielle Anwendungen übertragen werden.",SAI,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Smart-E-Factory,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-e-factory/,Fraunhofer-Anwendungszentrum Industrial Automation des IOSB-INA; Hadi-Plast GmbH; IANUS Simulation GmbH; Technische Hochschule Ostwestfalen-Lippe (Institut für Energieforschung – iFE),Unbekannt,"Das Projekt Smart-E-Factory entwickelt KI-basierte Lösungen, um Nachhaltigkeitsziele in der Industrie zu erreichen.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DESIRE4ELECTRONICS,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/desire4electronics/,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.; acp systems AG; United Nations Institute for Training and Research (UNITAR); Deprag Schulz GmbH u. Co.,Unbekannt,"Das Projekt nutzt künstliche Intelligenz, um den Recyclingprozess für Elektrokleingeräte zu automatisieren.",DESIRE4ELECTRONICS,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DeepBirdDetect,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/deepbirddetect/,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V. (Institut für Energiewirtschaft und Energiesystemtechnik); Universität Kassel (Fachgebiet Intelligente Eingebettete Systeme); Christian-Albrechts-Universität zu Kiel (Arbeitsgruppe Intelligente Systeme); Technische Universität Chemnitz (Fakultät für Informatik - Professur Medieninformatik),Unbekannt,"Das Projekt hat das Potenzial, den Ausbau der Windenergie besser mit dem Natur- und Artenschutz in Einklang zu bringen.",DeepBirdDetect,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Full Fact,https://fullfact.org,Gemeinnützige Initiative (registered charity & non-profit company),Unbekannt,"Full Fact ist eine gemeinnützige Initiative, die KI einsetzt, um Tools für Trendmonitoring und Clustering bereitzustellen, die Faktenprüfern bei der Analyse von Nachrichten und anderen Informationen helfen.",Full Fact,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DataKind: efficient vaccine coverage,https://www.datakind.org/,Global Nonprofit Organisation,Unbekannt,"DataKind ist eine Organisation, die ehrenamtliche Datenwissenschaftler mit humanitären Organisationen zusammenbringt.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Govii,https://govii.de/,Govii UG,Unbekannt,"Govii ist ein intelligenter Bot, der Fragen zu allen behördlichen Themen beantworten kann. Govii greift unter anderem auf bestehende Zuständigkeitsinformationen der öffentlichen Verwaltung zurück. Hierzu durchsucht er eine Vielzahl von Schnittstellen und (XÖV-)Standards, um die passenden Informationen zu finden.",Govii,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ReCirCe,https://www.recirce.de/ https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recirce/,"GreenDelta GmbH, Deutsches Forschungszentrum für Künstliche Intelligenz, Technische Universität Darmstadt, Fraunhofer-Einrichtung für Wertstoffkreisläufe & Ressourcenstrategie (IWKS))",Unbekannt,"Ziel ist es, Recyclingprozesse zu verbessern und so eine nachhaltigere Kreislaufwirtschaft anzustreben, indem das Recycling von Materialien durch digitale Lebenszyklusakten und den Einsatz von KI vereinfacht wird; im Projekt „Digital Lifecycle Record for the Circular Economy“ (ReCircE) werden Stoffkreisläufe transparent gemacht und die Abfallsortierung mithilfe von künstlicher Intelligenz optimiert.",ReCirCe,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,EKAPEx,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ekapex/,Hasso-Plattner-Institut für Digital Engineering gGmbH; Technische Universität München (School of Engineering and Design); Helmholtz-Zentrum Potsdam (Deutsches GeoForschungsZentrum),Unbekannt,"Das Projekt entwickelt eine KI-basierte Niederschlagsvorhersage für Deutschland, mit der insbesondere Extremwetterereignisse vorhergesagt werden können.",EKAPEx,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,RecyclaBot,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recyclebot/,Hochschule Aalen - Hochschule für Technik und Wirtschaft; Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH; GreenDelta GmbH; WeSort.Al GmbH; Holzer GmbH,Unbekannt,"Ziel des Projekts ist es, die Recyclingquote von Kunststoffabfällen zu erhöhen. Zu diesem Zweck wird der Sortierprozess mithilfe von künstlicher Intelligenz optimiert.",RecyclaBot,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,IsoSens,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/isosens/,"Hochschule für Angewandte Wissenschaften Hamburg,Zukunft – Umwelt – Gesellschaft (ZUG) gGmbH",Unbekannt,Entwicklung eines KI-basierten Sensors zur Bestimmung der isotopologischen Zusammensetzung von Treibhausgasen für die Erforschung klimatischer Prozesse (IsoSens).,IsoSens,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,FluKIT,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/flukit/,Hochschule für Technik und Wirtschaft des Saarlandes; Technische Hochschule Bingen; Mittelrheinstrom UG (haftungsbeschränkt) & Co. 560 KG,Unbekannt,"Das Projekt zielt darauf ab, mithilfe künstlicher Intelligenz den Ausbau der Stromerzeugung aus Wasserkraft und die umweltfreundliche Produktion erneuerbarer Energien voranzutreiben.",FluKIT,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,CognitiveWeeding,https://cognitive-weeding.de/projekterklaerung/,"Hochschule Osnabrück, AMAZONEN-WERKE H. DREYER SE & Co. KG",Unbekannt,"Ziel von „CognitiveWeeding“ ist es, neue Wege der Unkrautregulierung zu entwickeln, indem die Sichtweise auf die Begleitflora von Ackerkulturen verändert wird. Bei der Planung der Regulierungsmaßnahmen muss abgewogen werden, inwieweit Unkräuter bekämpft oder toleriert bzw. vorübergehend nicht bekämpft werden, um die pflanzliche Biodiversität zu erhöhen und Lebensräume sowie Nahrungsquellen für Insekten zu schaffen oder zu erhalten.",CognitiveWeeding,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Korn Recycling / Müll Sortierung,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,"Hochschule Reutlingen, Korn Recycling GmbH, LuxFlux GmbH",Unbekannt,"Ziel des Projekts ist es, unsortierte, aber recycelbare Materialien automatisch in Echtzeit zu erkennen. Ohne Sortierung müssten diese verbrannt werden. Zu diesem Zweck wird eine Datenbank aufgebaut, die Hyperspektralaufnahmen (Abbildung chemischer Merkmale) von Abfällen enthält. Diese dient als Basis für ein KI-System zur Kategorisierung von Materialklassen. Zusätzliche Sensordaten werden später bei der Implementierung zum Abgleich verwendet.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,GreenTwin,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/greentwin/,Hochschule Trier – Umwelt Campus Birkenfeld; PSI Logistics GmbH; DFKI; RWTH Aachen,Unbekannt,Das Projekt GreenTwin widmet sich der Entwicklung nachhaltiger Regionallogistik im ländlichen Raum unter Einsatz künstlicher Intelligenz.,GreenTwin,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,AISUM,https://www.htw-berlin.de/forschung/online-forschungskatalog/projekte/projekt/?eid=2913,HTW Berlin,Unbekannt,"Das Projekt zielte darauf ab, eine Plattform für nachhaltige urbane Mobilität zu etablieren, in der Klimaschutz und Ressourceneffizienz strukturell verankert sind. Das Ergebnis war ein Prototyp.",AISUM,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,AQUA-KI,https://www.igb-berlin.de/projekt/aqua-ki,IGB Leibniz-Institut für Gewässerökologie und Binnenfischerei,Unbekannt,KI-basierte optische Methoden zum Nachweis von Mikroorganismen in aquatischen Ökosystemen.,AQUA-KI,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Tracking attacks on health care in Ukraine,https://www.attacksonhealthukraine.org,"Insecurity Insights, Physicians for Human Rigths, DrivenData",Unbekannt,"Erstellung einer interaktiven Echtzeitkarte zur Visualisierung von Angriffen auf das ukrainische Gesundheitssystem seit Beginn der russischen Invasion im Februar 2022. Die Karte soll Partnerorganisationen dabei unterstützen, Hilfe zu leisten, Aggressoren vor Gericht zur Rechenschaft zu ziehen und das öffentliche Bewusstsein zu schärfen.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,WindGISKI,https://www.iph-hannover.de/de/forschung/forschungsprojekte/?we_objectID=5712 https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/windgiski/,Institut für integrierte Produktion Hannover,Unbekannt,"Entwicklung eines KI-basierten Geoinformationssystems zur Auswahl von Windenergie-Potenzialflächen im Spannungsfeld zwischen Arten-, Umwelt- und Klimaschutz.",WindGISKI,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,AI for Reporters,https://iatpp.calpoly.edu/initiatives,"Institute for Advanced Technology and Public Policy, California Polytechnic State University",Unbekannt,"Ein KI-gestützter digitaler Nachrichtendienst, der automatisch Nachrichtenartikel, Entwürfe und zugehörige Medieninhalte aus strukturierten legislativen Informationsquellen generieren kann.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,IDETECT,https://www.internal-displacement.org/monitoring-tools/monitoring-platform,Internal Displacement Monitoring Centre (IDMC),Unbekannt,"Die Ergebnisse von IDETECT, unserem Tool für natürliche Sprachverarbeitung und überwachtes maschinelles Lernen, werden auf einer Plattform (IDMC-Monitore) visualisiert, die Informationen über gemeldete Konfliktvorfälle und das Auftreten von Naturgefahren anzeigt.",IDETECT,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Giga Project Unicef,https://projectconnect.unicef.org/map,"ITU, Unicef",Unbekannt,"Project Connect zielt darauf ab, die digitale Kluft im Bildungswesen zu verringern, indem Schulen und deren Ausstattung kartiert werden, und bietet detaillierte Hintergrundinformationen zur Nutzung von Datensätzen und Software. Maschinelles Lernen wird eingesetzt, um Schulen mittels Computer Vision auf Satellitenbildern zu erkennen und deren Einrichtungen (insbesondere die Internetanbindung) zu kategorisieren.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,C-19,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen (S.22),"ITZBund, Ministerien und Behörden",Unbekannt,"Der C-19-Chatbot wird von den Behörden eingesetzt, um Informationen über das Coronavirus an die Bürger zu kommunizieren.",C-19,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Botometer,https://botometer.osome.iu.edu/,joint project of the Observatory on Social Media (OSoMe) and the Network Science Institute (IUNI) at Indiana University  ,Unbekannt,"Botometer sammelt zunächst Daten von der Social-Media-Website Twitter über deren öffentliche API. Anschließend extrahiert es über tausend Merkmale in Bezug auf das Konto, Freunde, Netzwerk, Inhalt und Stimmung des betreffenden Nutzers. Schließlich verwendet Botometer ein Random-Forest-Klassifikationsmodell, das auf einem öffentlichen Datensatz trainiert wurde (von dem ein Teil manuell als Mensch oder Bot gekennzeichnet ist) und Tausende von verifizierten Bot-Konten, deren Tweets sowie Tweets, in denen sie erwähnt werden, enthält. Der Klassifikator gibt einen Wahrscheinlichkeitswert aus, der angibt, wie wahrscheinlich es ist, dass es sich bei einem bestimmten Konto um einen Bot handelt.",Botometer,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,PoliTrack,https://politrack.org/,"Jonas Dippel, Michael Perk GbR",Unbekannt,Politrack vergleicht die Umfragewerte der deutschen Parteien mit den in den großen deutschen Zeitungen diskutierten Themen. Zum Beispiel: Von X bis Y waren die Plagiatsvorwürfe gegen Baerbock ein großes Thema in den Zeitungen; wie verhielten sich in diesem Zeitraum die Umfragewerte der Grünen? Das Projekt wurde vom Prototypefund gefördert.,PoliTrack,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Genderly ,https://gendern.jetzt/?text=,"Karl Engelhardt, Charlotte Friedrich, Felix Haak & Philipp Müller GbR",Abgeschlossen,"Der Wunsch nach inklusiver Sprache rückt sowohl bei der öffentlichen als auch bei der privaten Texterstellung zunehmend in den Mittelpunkt. Um Nutzern bei den typischen sprachlichen Problemen zu helfen, die dabei auftreten (z. B. „Arztgehalt oder ärztliches Gehalt?“), bieten wir eine einfache und benutzerfreundliche Softwarelösung an, die im Gegensatz zu herkömmlichen präskriptiven Nachschlagewerken die Sprache so abbildet, wie sie von Textern tatsächlich verwendet wird.",Genderly ,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Methods for Extremely Rapid Observation of Nutritional Status (MERON),https://kimetrica.com/our-projects/?country=&service=&search=Methods+for+Extremely+Rapid+Observation+of+Nutritional+Status#start,Kimetrica (Affiliate of the American Institutes for Research),Abgeschlossen,"MERON ist eine Smartphone-App, die Deep-Learning-Technologie nutzt, um Gesichtszüge auf Fotos zu erfassen und Mangelernährung bei Kindern unter fünf Jahren schnell zu erkennen.",MERON,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KIVI ,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,Landesanstalt für Medien NRW,Unbekannt,"KIVI ist ein Werkzeug zur Erkennung von Hate Speech im Internet. Ziel des Tools ist es, das Medienmonitoring online, sowohl auf Social-Media-Plattformen als auch auf Websites, zu beschleunigen und zu vereinfachen und so die Mitarbeiter bei der Überwachung von Inhalten im Netz zu entlasten. Das Tool sortiert die Inhalte vor und kategorisiert potenziell kritische Inhalte in Verstoßkategorien (z. B. verfassungsfeindlich, gewaltverherrlichend etc.). Mitarbeiter prüfen die Inhalte anschließend und entscheiden, welche Inhalte strafrechtlich verfolgt werden sollen. Das IT-Unternehmen Condat AG wurde mit der Entwicklung von KIVI beauftragt; der Trainingsdatensatz besteht aus Inhalten, die von der Landesmedienanstalt zusammengestellt wurden. Das Tool wird nun von allen Landesmedienanstalten in Form eines Dashboards genutzt.",KIVI,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Open Source tool for lung cancer clinicians,https://drivendata.co/projects,"Love Justice, DrivenData",Unbekannt,"Unterstützung von Bemühungen gegen Menschenhandel an Grenzübergängen und Flughäfen durch die Zusammenführung von Daten verschiedener Standorte und das Aufzeigen von Erkenntnissen, die den Befragern bessere Informationen darüber geben, welche Fragen gestellt werden sollten und wie diese zu richten sind.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,MasakhaNER,https://www.masakhane.io/ongoing-projects/masakhaner-know-our-names,Masakhane,Unbekannt,"Eigennamenerkennung (Named Entity Recognition) für afrikanische Sprachen. Hierbei geht es um die Identifizierung vordefinierter Kategorien in Texten, wie z. B. Personennamen, Orte und Organisationen.",MasakhaNER,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Project ZAMBA (Automating wildlife identification for research and conservation),https://drivendata.co/projects,"Max Planck Institute for Evolutionary Anthropology, Arcus Foundation, DrivenData",Unbekannt,Erkennung von Wildtieren in Videomaterial – automatisch und skalierbar – durch die Durchführung einer globalen Challenge zur Algorithmenentwicklung und den Aufbau einer Open-Source-Anwendung mit der Gewinnerlösung (Project Zamba).,ZAMBA,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,CoVision,https://de.mi4people.org/covision,MI4People,Laufend,"KI-basiertes Klassifizierungssystem von CoVid-Schnelltests für sehbehinderte und blinde Menschen. Vision ist eine kostenlose und leicht zugängliche Open-Source-Computer-Vision-App, die CoVid-Schnelltestergebnisse mit mobilen Geräten klassifizieren kann.",CoVision,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,General Computer Vision for Healthcare,https://de.mi4people.org/general-computer-vision-for-healthcare,MI4People,Laufend,"Vision ist ein kostenloses und leicht zugängliches Open-Source-System für allgemeine Computer Vision, das eine breite Palette von Krankheiten abdeckt und verschiedene Arten von Eingabebildern (Fotos, Röntgenbilder, CT- und MRT-Scans usw.) verarbeiten kann.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Marine Litter Detection via Satellites,https://de.mi4people.org/marinelitterdetectionviasatellites,MI4People,Laufend,"Gemeinsam mit Alexander Thamm haben wir vor Kurzem ein Projekt gestartet, das Computer Vision und Satellitenbilder nutzt, um eine globale Karte von Meeresmüll zu erstellen. Ziel ist es, Transparenz in diesem Bereich zu schaffen, die Forschung zu erleichtern und Verbesserungen bei der Koordinierung von Säuberungsaktionen auf See zu ermöglichen! Ziel des Projekts ist die Entwicklung eines mit künstlicher Intelligenz und maschinellem Lernen (KI/ML) ausgestatteten Computer-Vision-Systems, das in der Lage ist, in Ozeanen und Meeren treibendes Plastik und anderen Meeresmüll sowie dessen Position und Größe mithilfe von Satellitenbildern in (nahezu) Echtzeit zu identifizieren und diese Informationen Forschern, Umweltschützern, Aktivisten, Behörden und anderen Organisationen kostenlos zur Verfügung zu stellen.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Soil Quality Evaluation System,https://de.mi4people.org/soil-quality-evaluation-system,MI4People,Laufend,"Die Vision ist die Schaffung eines kostenlosen MI-Systems, das die wichtigsten Bodenqualitätsindikatoren vorhersagen kann, ohne dass teure chemische Labortests erforderlich sind, und das direkt von Landwirten jeglicher Bildungsstufe genutzt werden kann. Das System soll in der Lage sein, diese Vorhersagen auf Basis verschiedener Dateneingabequellen wie Satellitenbildern, Infrarotspektralmessungen usw. zu treffen und seine Vorhersagegenauigkeit jedes Mal zu verbessern, wenn seine Vorhersagen mit chemischen Testdaten kreuzvalidiert werden.",,CC-BY 4.0,https://publicinterest.ai/
