Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Projekt-Abkürzung;Lizenz;Lizenz-Organisation;Index
https://publicinterest.ai/tool/map/project/tech4nature-mexico;Tech4Nature Mexico;Monitoring, KI Anwendung, Analyse von Sensordaten und ML, Datenerhebung, Datenanalyse, Entscheidungsassistent;Umweltschutz, Nachhaltigkeit, Mexiko, Meeresschutz, Partizipation, Menschenrechte;https://www.forclimate.ai/tech4nature;C Minds, Minstry of Sustainable Development of Yucatan, International Union for Conservation of Nature (IUCN), Government of Yucatan, Huawei's Tech4All, Polytechnic University of Yucatan, Rainforest Connection;Abgeschlossen;Tech4Nature Mexico zielt darauf ab, die effektive Erhaltung und Regeneration der Biodiversität und der Ökosystemgesundheit in der Mangrovenzone der Yucatán-Halbinsel zu beschleunigen. Dies geschieht durch gemeinschaftszentrierte Ansätze, maschinelles Lernen und multisektorale Zusammenarbeit zur Überwachung und zum Verständnis der Auswirkungen des Klimawandels.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/top-ki-text-optimisation-using-artificial-intelligence;TOP.KI (text optimisation using artificial intelligence);Übersetzungsassistent, KI Anwendung;Chancengleichheit, Barrierefreiheit, Inklusion, Teilhabe;https://top-ki.info/;Institut für Textoptimierung, Zentral-Fachausschuss Berufsbildung Druck und Medien, Lehrstuhl für Technologien und Management der Digitalen Transformation der Bergischen Universität Wuppertal, Berufsbildungswerke Oberlinhaus Potsdam und Leipzig, deepsight GmbH;Laufend;Das Projekt TOP.KI entwickelt ein KI-gestütztes Übersetzungswerkzeug, um Prüfungsinhalte in leicht verständliche Sprache zu optimieren. Ziel ist es, Chancengleichheit bei Prüfungen zu fördern, indem sichergestellt wird, dass Prüfungsergebnisse technisches Wissen und nicht das Textverständnis widerspiegeln.;TOP.KI;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/uwazi;Uwazi;Digitale Plattform, Open-Source, Datenbank, Datenmanagement, Datenanalyse, Dokumentationstool, KI-Anwendung, Natural Language Processing, Information Retrieval;Humanitäre Hilfe, Menschenrechte, Flucht und Migration, Frauen, Klimaschutz, Gleichberechtigung, Integration;https://uwazi.io, https://huridocs.org/technology/uwazi/;HURIDOCS;Abgeschlossen;Uwazi ist ein webbasiertes Open-Source-Tool zum Verwalten und Organisieren von Daten wie Zeugenaussagen, Forschungsergebnissen und Dokumenten. Es ist darauf ausgelegt, Menschenrechtsverteidiger bei der Erfassung, Verwaltung und Nutzbarmachung von Informationen zu unterstützen.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/vera-ai-verification-assisted-by-artificial-intelligence;vera.ai: VERification Assisted by Artificial Intelligence;KI Anwendung, Datenanalyse, Monitoring, Entscheidungsassistent, Generative KI, Large Language Model (LLM), Prozessautomatisierung, Interaktive App, Sprach-Editor, Datensatz, Datenschutz;Demokratie, Ethik, Transparenz;https://www.veraai.eu/home;Information Technologies Institute of Centre for Research and Technology-Hellas (CERTH-ITI);Laufend;vera.ai entwickelt vertrauenswürdige KI-Lösungen gegen fortgeschrittene Desinformationstechniken für Medienprofis und Forscher. Das Projekt zielt darauf ab, die Grundlagen für zukünftige Forschung im Bereich KI gegen Desinformation zu legen und die Verifikation von Inhalten zu unterstützen.;vera.ai;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/vframe;VFRAME;KI Anwendung, Analyse von Sensordaten und ML, Offene Daten, Digitale Plattform;Menschenrechte, Humanitäre Hilfe, Internationale, Wissensmanagement;https://vframe.io;Mnemonic.org;Abgeschlossen;VFRAME ist ein Open-Source-Bildverarbeitungssystem, das Computer-Vision-Technologien und angepasste Modelle nutzt, um Objekte wie Munition in Konfliktgebieten zu identifizieren. Es unterstützt Menschenrechtsforscher bei forensischen Untersuchungen und investigativem Journalismus.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/wertis-ki;WERTIS-KI;KI Anwendung, Interaktive App, Analyse von Sensordaten und ML, Datenanwendung für Öffentlichkeit;Umweltschutz, Nachhaltigkeit, Abfallwirtschaft, Barrierefreiheit, Vernetzung, Wissensmanagement;https://wert-i.de/;Ostfalia Hochschule für angewandte Wissenschaften, dida Datenschmiede, ge‑T GmbH, Abfallentsorgungsgesellschaft A+B Peine;Laufend;WERTIS-KI ist ein Gemeinschaftsprojekt, das eine App entwickelt, die Objekte mittels künstlicher Intelligenz erkennt und mögliche Recyclingwege vorschlägt. Ziel ist es, Menschen durch Umweltbildung zu befähigen und Ressourcen durch die Reduzierung von Fehlwürfen bei der Abfalltrennung zu schonen.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/www-jsk-org-pk;Jamiat sanabilul khair;KI Anwendung, Digitale Plattform, Datenerhebung, Datenanwendung für Öffentlichkeit;Armut, Bildung, Gesundheit, Humanitäre Hilfe, Nachhaltigkeit, International, Partizipation;http://www.jsk.org.pk;Jamiat sanabilul khair;Abgeschlossen;Jamiat sanabilul khair (Jsk) ist eine gemeinnützige Organisation, die Menschen in Pakistan durch Hilfe in Katastrophen, Gesundheitsversorgung, Bildung, sauberem Wasser und Mikrofinanzierung unterstützt. Sie nutzt eine digitale Plattform, um Spenden zu sammeln und Bedürftigen den Zugang zu Hilfsleistungen zu ermöglichen.;Jsk;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/zentrum-fur-vertrauenswurdige-kunstliche-intelligenz-zvki;Zentrum für vertrauenswürdige Künstliche Intelligenz;Datenanalyse, Datenanwendung für Öffentlichkeit, Datenstandards, Dokumentations- und Netzwerktool, Monitoring, Vernetzungsassistent, Datenschutz;Antidiskriminierung, Beratung, Chancengleichheit, Demokratie, Ethik, Evaluation, Gleichberechtigung, Gleichstellung, Inklusion, Menschenrechte, Nachhaltigkeit, Partizipation, Teilhabe, Transparenz, Umwelt, Vernetzung, Wissensmanagement;https://www.zvki.de/;Think Tank iRights.Lab, Fraunhofer AISEC, Fraunhofer IAIS, Freie Universität Berlin;Abgeschlossen;Das Zentrum für vertrauenswürdige Künstliche Intelligenz (ZVKI) informiert die Öffentlichkeit über konsumentenrelevante KI-Themen, fördert die öffentliche Debatte und entwickelt Anforderungen sowie Werkzeuge für vertrauenswürdige KI. Es forscht an grundlegenden Anforderungen wie Datenschutz, Robustheit, Fairness und Erklärbarkeit von KI-Systemen.;ZVKI;CC-BY 4.0;https://publicinterest.ai/;
;;;;;;;;;;;
www.demokratie-wegweiser.de;Demokratie-Wegweiser;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Demokratie, Teilhabe, Transparenz;www.demokratie-wegweiser.de;Demokratie-Wegweiser;Laufend;Der Demokratie Wegweiser hat Daten über gewählte Ratsmitglieder gesammelt und auf einer interaktiven Karte verfügbar gemacht, die für alle Orte in NRW die Mandatsträger auf kommunaler, Landes- und Bundesebene anzeigt. So können sich Bürger*innen mit ihren Anliegen direkt an die Verantwortlichen wenden.;;CC-BY 4.0;https://civic-data.de/;
www.giessdenkiez.de;Gieß den Kiez;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis, Crowd-Sourced Daten, Offene Daten;Stadt, Umwelt;www.giessdenkiez.de;CityLAB Berlin;Abgeschlossen;Gieß den Kiez ist eine interaktive Karte, die auf Offenen Datensätzen basiert und Stadtbäume mit Informationen wie Wasserbedarf, Alter und Art darstellt. Das Ziel: Bürger*innen können sich über den Wasserbedarf von Bäumen in der Nachbarschaft informieren, Bäume adoptieren und ihre Gießungen protokollieren. ;;CC-BY 4.0;https://civic-data.de/;
www.hilf-mir.berlin;Hilf mir Berlin ;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Gesundheit, Mentale Gesundheit, Stadt;www.hilf-mir.berlin;CityLAB Berlin;Abgeschlossen;HILF-MIR Berlin bündelt Informationen zu niedrigschwelligen psychosozialen Angeboten in Berlin und macht sie über eine interaktive Karte sowie eine übersichtliche Liste zugänglich. Bürger*innen können gezielt nach Unterstützung bei psychischen Krisen oder Suchtproblemen suchen und passende Anlaufstellen in ihrer Nähe finden.;;CC-BY 4.0;https://civic-data.de/;
https://www.caritas-digital.de/projekte/lernende-systeme-in-der-beratung/;CariFix;Interne Datenanwendung, Knowledge Graph, Vernetzungsassistent;Migrationsberatung, Soziale Arbeit;https://www.caritas-digital.de/projekte/lernende-systeme-in-der-beratung/;Caritas;Abgeschlossen;Beratende der Caritas sammeln täglich Informationen über ihre Erfahrungen: Welchen Problemen ihrer Klient*innen haben sie wie geholfen. Diese Expertise-Daten werden mit CariFIX anonymisiert analysiert. CariFIX soll Beratende mit einer Frage, zu der sie Expertise benötigen, unterstützen und Beratende vernetzen.;CariFIX;CC-BY 4.0;https://civic-data.de/;
www.seniorennetz.berlin;Seniorennetz Berlin ;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Senior*innen, Soziale Arbeit;www.seniorennetz.berlin;AWO Landesverband Berlin e.V.;Abgeschlossen;Das Seniorennetz Berlin schafft mit der interaktiven Karte themenbasiert Zugänge zu sozialen Angeboten und vernetzt digital und lokal Trägerorganisationen und Senior*innen. Das System ist barrierefrei, verarbeitet Änderungsvorschläge und integriert automatische Übersetzungen in beliebige Sprachen.;;CC-BY 4.0;https://civic-data.de/;
;Disposition von Rettungsmitteln;Interne Datenanwendung, KI Anwendung, Maschinelles Lernen;Rettungsdienst;https://zukunft-retten.de/wp-content/uploads/2025/07/Technologische-Konzepte-SPELL-Franke.pdf;DRK Rheinland-Pfalz;Abgeschlossen;Basierend auf vergangenen Einsätzen, Wetter- und Verkehrsdaten wurde ein KI-Modell trainiert, das Vorschläge zur Umdisposition von Rettungsfahrzeugen an andere Rettungswachen oder geeignete Orte macht. So soll eine lückenfreie Abdeckung von Rettungsmitteln und die 15 Minuten Hilfsfrist besser eingehalten werden.;;CC-BY 4.0;https://civic-data.de/;
www.codo-mentoring.org;codo - Das Datentool für Mentoringprojekte;Interne Datenanwendung, Datenerhebung, Matching, Dashboard;Mentoring, Patenschaft;www.codo-mentoring.org;Stiftung Bürgermut, Bürgerstiftung Hamburg;Abgeschlossen;codo ist ein von der Community entwickeltes digitales Tool zum Management von Patenschaften und Mentoringbeziehungen. Dabei spielt dir strukturierte Erfassung und Auswertung von Daten eine wichtige Rolle. Projektkoordinatorinnen können damit Kontakte zentral verwalten, Matchingprozesse dokumentieren, Kennzahlen analysieren und Fortschritte nachvollziehen.;codo;CC-BY 4.0;https://civic-data.de/;
www.leerstandsmelder.de;Leerstandsmelder;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis, Crowd-Sourced Daten, Datenerhebung, Interaktive App;Stadt, Wohnen;www.leerstandsmelder.de, https://civic-data.de/leerstandsmelder/;Leerstandsmelder;Abgeschlossen;In Großstädten stehen oft unzählige Flächen leer, die bisher nicht dokumentiert waren. Der Leerstandsmelder macht auf einer interaktiven Karte sichtbar, wo Wohn- und Gewerberäume nicht genutzt werden. Leerstände können auf der Karte von allen Nutzer*innen direkt und unkompliziert eingetragen werden.;;CC-BY 4.0;https://civic-data.de/;
www.fairsharewl.org;Fair Share of Women Leaders;Datenanwendung für Öffentlichkeit, Dashboard;Transparenz, Gleichstellung, Teilhabe;www.fairsharewl.org;Fair Share of Women Leaders;Abgeschlossen;Der FAIR SHARE Monitor ist ein datenbasiertes Instrument zur langfristigen Untersuchung der Geschlechterverteilung in den Belegschaften, Leitungs- und Aufsichtsgremien zivilgesellschaftlicher Organisationen. Auf Basis der Daten werden jährlich Listen und Grafiken transparent gemacht.;FAIR SHARE;CC-BY 4.0;https://civic-data.de/;
strassenlotse.hamburg;Strassenlotse Hamburg;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Wohnungslosenhilfe, Kältehilfe;https://www.strassenlotse.hamburg/ ;Arbeitsgemeinschaft der freien Wohlfahrtspflege Hamburg;Abgeschlossen;Strassenlotse.Hamburg ist eine webbasierte App, die aktuelle Daten zu Einrichtungen und Hilfsangeboten für wohnungs- und obdachlose Menschen in Hamburg bündelt und strukturiert zugänglich macht. Nutzer*innen können Informationen gezielt filtern, auf einer interaktiven Karte mit Navigation anzeigen und wichtige Dokumente digital abrufen. Die Anwendung unterstützt sowohl die eigenständige Recherche als auch den Beratungsprozess und ermöglicht bei Bedarf den Ausdruck relevanter Suchergebnisse.;;CC-BY 4.0;https://civic-data.de/;
https://www.e-beratungsinstitut.de/projekte/kaimo/;KAIMO;Interne Datenanwendung, KI Anwendung, Entscheidungsassistent;Kinderschutz, Ethik;https://www.e-beratungsinstitut.de/projekte/kaimo/;Institut für E-Beratung, TH Nürnberg;Abgeschlossen;Der KAIMo-Prototyp ist ein mehrstufiges Assistenzsystem, das Fachkräfte im Kinderschutz evidenzbasiert bei der Urteilsfindung und ethischen Reflexion unterstützt. Es ermöglicht die strukturierte Erfassung, Auswertung und Visualisierung relevanter Falldaten, ordnet Informationen aus unterschiedlichen Quellen automatisiert nach Merkmalen und Akteur*innen und macht bestehende Lücken im Informationsstand sichtbar. ;KAIMo;CC-BY 4.0;https://civic-data.de/;
https://correlaid.org/en/using-data/project-database/2021-07-SIL/;Silbernetz Dashboard;interne Datenanwendung, Dashboard, Monitoring;Senioren, Soziale Arbeit;https://correlaid.org/en/using-data/project-database/2021-07-SIL/;Silbernetz e.V., CorrelAid;Abgeschlossen;Silbernetz und CorrelAid-Team entwickelten ein interaktives Dashboard, das Anrufdaten automatisiert auswertet und visualisiert. So entfallen zeitaufwändige manuelle Auswertungen. Aussagekräftige Statistiken sowie Karten unterstützen Silbernetz wirkungsvoll bei interner Analyse und der Gewinnung von Fördermitteln.;;CC-BY 4.0;https://civic-data.de/;
https://fair-text.com/;Fair Text;Datenanwendung für Öffentlichkeit, KI Anwendung, Large Language Model, Übersetzungsassistent;Barrierefreiheit, Teilhabe, Integration, Inklusion;https://fair-text.com/;laizee.ai GmbH;Laufend;Aus dem Projekt ErLesen der FH Aachen entstand Fair Text, ein KI-gestütztes Tool, um Texte in Leichte Sprache umzuwandeln. Ziel ist es, sprachliche Barrieren abzubauen und Menschen mit eingeschränkten Deutschkenntnissen oder Behinderungen mehr gesellschaftliche Teilhabe zu ermöglichen. ;Fair Text;CC-BY 4.0;https://civic-data.de/;
www.caremates.de;CareMates;KI Anwendung, Datenerhebung, Prozessautomatisierung;Pflege;www.caremates.de;CareMates;Laufend;Mithilfe eines digitalen Aufnahmebogens werden Stammdaten und Pflegeanforderungen der Patient*innen erfasst. Damit erstellen DSGVO-konforme KI-Algorithmen automatisch Pflegedokumente, individuelle Pflegepläne, Kostenvoranschläge und Vertragsdokumente. Pflegekräfte prüfen und passen diese an.;CareMates;CC-BY 4.0;https://civic-data.de/;
;CarDia;interne Datenanwendung, Erhebung, Dashboard;Beratung, Soziale Arbeit, Organisationsentwicklung;https://www.caritas-digital.de/cardia-wie-eine-software-werteorientiertes-management-ermoeglicht/;Caritasverband Hannover;Abgeschlossen;"CarDia ist eine Software, die ermöglicht, Soziale Arbeit qualitativ zu bewerten und damit eine Brücke zu den kaufmännischen Schnittstellen im Unternehmen zu bauen. Beratende reflektieren damit ihre Arbeit datenbasiert, Führungskräfte entwickeln ihre Organisation werteorientiert, hierarchie- und professionsübergreifend. Ein Ansatz wie CarDia macht deutlich, wie viel mehr als eine Anzahl an Stunden und Menschen mit Sozialer Arbeit verbunden ist und dabei, unsere Dienste zu verbessern.
";;CC-BY 4.0;https://civic-data.de/;
https://erfrischungskarte.odis-berlin.de/;Berliner Erfrischungskarte;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis, Open Data;Stadt, Umwelt, Gesundheit;https://erfrischungskarte.odis-berlin.de/;Open Data Informationssstelle Berlin, CityLab Berlin, Technologiestiftung;Abgeschlossen;Die Erfrischungskarte basiert auf der Simulation der Sonneneinstrahlung anhand eines digitalen Geländemodells und der Interpolation von klimatischen Modelldaten der Senatsverwaltung für Stadtentwicklung und Wohnen. Der Code des Tools ist Open Source und auf Github zu finden, sodass ihn jede*r weiterverwenden oder Vorschläge für Verbesserungen machen kann. Die Erfrischungskarte soll dazu anregen, die Stadt auf andere Art und Weise zu entdecken und gleichzeitig über das Thema Klimaanpassung zur Sicherstellung von Gesundheit und Lebensqualität in immer heißer werdenden Städten nachzudenken.;;CC-BY 4.0;https://civic-data.de/;
https://drk-wohlfahrt.de/blog/eintrag/mit-webscraping-data-science-die-wohnungslosenhilfen-im-drk-verstehen/;Webscraping Angebote für Wohnungslose;Erhebung, Verzeichnis;Wohnungslosenhilfe, Kältehilfe, Armut, Soziale Arbeit;https://drk-wohlfahrt.de/blog/eintrag/mit-webscraping-data-science-die-wohnungslosenhilfen-im-drk-verstehen/;Deutsches Rotes Kreuz;Abgeschlossen;Gemeinsam mit Data Science for Social Good Berlin wurden mittels Web Scraping Webseiten von DRK Kreis- und Landesverbänden ausgelesen und nach Hilfsangeboten für wohnungslose Menschen durchsucht. Dadurch konnte eine analysier- und darstellbare Orientierung im Dschungel der Angebote geschaffen werden.;;CC-BY 4.0;https://civic-data.de/;
www.cropburning.in, www.energyharvesttrust.com;Energy Harvest Trust - India;Datenanwendung für Öffentlichkeit, Dashboard, KI Anwendung, Machine Learning, Computer Vision;International, Indien, Energie, Landwirtschaft;www.cropburning.in, www.energyharvesttrust.com;Energy Harvest Trust - India;Abgeschlossen;MIthilfe von Satellitendaten idetifiziert die NGO Energy Harvest Trust Reisfelder, auf denen das Reisstroh verbrannt wird. Als Alternative zur Verbrennung wird den Bäuerinnen und Bauren angeboten, ihr Stroh an ein Biomassekraftwerk zu verkaufen. Zu Pellets verarbeitet, kann so Strom gewonnen werden, Luftverschmutzung verringert und den Bäuerinnen und Bauern ein zusätzliches Einkommen ermöglicht werden.;;CC-BY 4.0;https://civic-data.de/;
https://shelter-associates.org/plus-code/;Plus Code;Erhebung, interaktive Karte/ Verzeichnis;International, Indien, Teilhabe, Armut;https://shelter-associates.org/plus-code/;Shelter Associates - India;Laufend;"Shelter Associates nutzt seit 30 Jahren Datenerhebung, um die Lebensrealitäten von Menschen in indischen Slums sichtbar zu machen und ihnen mit Hilfe von Geodaten (Längen- und Breitengrade werden zu ""Plus Codes"") eine eindeutige Adresse zu geben. So werden Haushalte, Geschäfte und Einrichtungen auffindbar und können von Post, Lieferdiensten sowie Rettungsdiensten schneller erreicht werden.";;CC-BY 4.0;https://civic-data.de/;
https://shelter-associates.org/statistical-data-2/;Data for All;Datenanwendung für Öffentlichkeit, Erhebung, interaktive Karte/ Verzeichnis;International, Indien, Teilhabe, Armut, Gleichberechtigung;https://shelter-associates.org/statistical-data-2/;Shelter Associates - India;Laufend;Shelter Associates erhebt, organisiert und veröffentlicht Daten aus Slums auf Basis von Befragungen und bezieht dabei die Bewohner*innen selbst aktiv ein. Mitglieder der Communities werden in Datenerhebung und Kartenlesen geschult, wodurch sie ihre Lebensrealität sichtbar machen und als Partner im Entwicklungsprozess auftreten können. Die Daten zeigen Lücken in der kommunalen Versorgung auf, schaffen Augenhöhe zwischen Behörden, Zivilgesellschaft und Betroffenen und schließen zugleich eine wichtige Gender-Datenlücke, indem die Erfahrungen von Frauen und Mädchen systematisch erfasst werden.;;CC-BY 4.0;https://civic-data.de/;
https://www.sightsavers.org/programmes/inclusive-data/;Sightsavers;Datenanwendung für Öffentlichkeit, Erhebung, interaktive Karte/ Verzeichnis;International, Kamerun, Teilhabe, Inklusion;https://www.sightsavers.org/programmes/inclusive-data/;Sightsavers - International;Laufend;Sightsavers setzt sich weltweit für die systematische Erhebung inklusiver Daten ein, die nach Behinderung, Geschlecht, Alter und weiteren Faktoren differenziert sind. Auf dieser Grundlage werden Ungleichheiten sichtbar gemacht und Verbesserungen im Zugang zu Gesundheits- und Unterstützungsangeboten angestoßen, etwa durch Studien zur augenmedizinischen Versorgung in Malawi und Uganda. Als unabhängige Forschungsorganisation kombiniert Sightsavers wissenschaftliche Analysen mit praktischer Hilfe und arbeitet eng mit Regierungen, Behindertenorganisationen und internationalen Partnern zusammen. Ziel ist es, Barrieren abzubauen und die Teilhabe von über 800 Millionen Menschen mit Behinderungen in Ländern mit niedrigem und mittlerem Einkommen zu stärken.;;CC-BY 4.0;https://civic-data.de/;
https://www.impactsproject.com/;Inclusive Mobility: Public And Collaborative Trusted Spaces;Datenanwendung für Öffentlichkeit, Erhebung, Dashboard;International, Türkei, Kroatien, Stadt;https://www.impactsproject.com/;Impacts Project;Abgeschlossen;Im Forschungsprojekt IMPACTS wurden neue Ansätze für ein nutzerzentriertes öffentliches Verkehrssystem entwickelt und erprobt. Durch digitale Feedbackmechanismen wurden Fahrgäste in Communities vernetzt, konnten Probleme melden und Vertrauen über Bewertungsfunktionen aufbauen. Städte und Verkehrsanbieter erhielten dadurch Echtzeit-Einblicke in die Wahrnehmung ihrer Dienste und konnten Verbesserungen gezielt umsetzen. Das Pilotprojekt zeigte, dass sich so Mobilitätsangebote attraktiver gestalten, Verkehrsaufkommen reduzieren und städtische Räume effizienter nutzen lassen.;IMPACTS;CC-BY 4.0;https://civic-data.de/;
https://de.mi4people.org/marinelitterdetectionviasatellites;Erkennung von Meeresmüll über Satelliten;Datenanwendung für die Öffentlichkeit, KI Anwendung, Machine Learning, interaktive Karte/ Verzeichnis, Computer Vision;International, Umwelt, Meeresschutz;https://de.mi4people.org/marinelitterdetectionviasatellites;MI4people;Laufend;Das Projekt von MI4people erstellt eine globale Karte von Meeresmüll mittels Computer-Vision. In Satellitenbildern werden Plastik und anderer Meeresmüll sowie dessen Position und Größe (fast) in Echtzeit identifiziert und verzeichnet. So tragen KI und maschinelles Lernen dazu bei, bessere Entscheidungen im Bezug auf Müllvermeidung und Meeresreinigung zu fällen. Außerdem tragen transparente Infromationen zur Bewusstseinsbildung bei der bevölkerung bei.;;CC-BY 4.0;https://civic-data.de/;
https://de.mi4people.org/general-computer-vision-for-healthcare;General Computer Vision für das Gesundheitswesen;KI Anwendung, Machine Learning,Computer Vision;International, Gesundheit, Kongo;https://de.mi4people.org/general-computer-vision-for-healthcare;MI4people;Laufend;Länder mit mittlerem und niedrigem Einkommen sind ganz besonders von Magel in Gesunheitsberufen betroffen. Daher arbeitet ein Team bei MI4People an einem open-source Computer-Vision-System für die medizinische Bildanalyse, das Ärzt*innen weltweit bei der Diagnose unterstützen kann, auch wenn es sich nicht um ihr Fachgebiet handelt. Ziel ist ein frei verfügbares Tool, das ein breites Krankheitsspektrum abdeckt und unterschiedliche Bildtypen wie Fotos, Röntgen-, CT- oder MRT-Aufnahmen verarbeiten kann.;;CC-BY 4.0;https://civic-data.de/;
https://homeless.org.uk/what-we-do/streetlink-and-chain/chain/;CHAIN (Combined Homelessness and Information Network) ;Datenanwendung für die Öffentlichkeit, Erhebung, Dashboard;Wohnungslosenhilfe, Soziale Arbeit, Stadt;https://homeless.org.uk/what-we-do/streetlink-and-chain/chain/;Homeless Link;Abgeschlossen;CHAIN (Combined Homelessness and Information Network) ist die umfassendste Datenbank zum Thema Obdachlosigkeit in Großbritannien. Das System wird von Homeless Link im Auftrag des Bürgermeisters von London betrieben und erfasst Informationen über Menschen, die auf der Straße leben oder einer Straßenlebensweise nachgehen. Outreach-Teams und spezialisierte Dienste dokumentieren Daten zu Unterstützungsbedarfen, Kontakten und Unterbringung, um Hilfe passgenau zu koordinieren und Doppelarbeit zu vermeiden. Die Berichte aus CHAIN liefern Entscheidungsträger\*innen wichtige Einblicke in Trends und Bedarfe und tragen so zur strategischen Weiterentwicklung der Obdachlosenhilfe bei.;CHAIN;CC-BY 4.0;https://civic-data.de/;
https://socialmap-berlin.de/l/de;Socialmap Berlin;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Stadt, Soziale Arbeit, Beratung;https://socialmap-berlin.de/l/de;Paritätischer Wohlfahrtsverband Berlin;Laufend;socialmap berlin ist eine Online-Datenbank für Angebote der sozialen Arbeit, die von Mitgliedsorganisationen des Paritätischen Wohlfahrtsverbands Berlin bereitgestellt werden. Nutzer\*innen können Angebote nach Themen, Zielgruppen, Sprachen und Bezirken filtern und Kurzbeschreibungen mit Kontaktdaten sowie Standorten direkt ausdrucken oder per QR-Code abrufen. Die Plattform wird vom Paritätischen bereitgestellt, während die Organisationen ihre Einträge selbst pflegen.;socialmap;CC-BY 4.0;https://civic-data.de/;
https://www.beratungsnetz-migration.de/l/de;Berliner Beratungsnetz für Zugewanderte;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Stadt, Soziale Arbeit, Integration, Migration ;https://www.beratungsnetz-migration.de/l/de;Verband für interkulturelle Arbeit (VIA) Regionalverband Berlin, Brandenburg e.V., GANGWAY – Straßensozialarbeit in Berlin e.V.;Laufend;Das „Berliner Beratungsnetz für Zugewanderte“ ist eine Online-Datenbank mit Beratungsangeboten für zugewanderte Menschen, die als Liste und Karte zur Verfügung steht. Dabei sind sowohl klassisch orientierende Migrationsberatungsstellen enthalten als auch die in den letzten Jahren entstandenen spezifischen Beratungs- und Unterstützungsangebote. Die Plattform richtet sich an Berater*innen und Fachkräfte, die Klient*innen weitervermitteln möchten.;BfZ;CC-BY 4.0;https://civic-data.de/;
https://mittendrin.in/l/de;Mittendrin in Brandenburg;Datenanwendung für Öffentlichkeit, interaktive Karte/ Verzeichnis;Stadt, Senior*innen, Soziale Arbeit;https://mittendrin.in/l/de;Akademie 2. Lebenshälfte im Land Brandenburg e.V.;Laufend;mittendrin.in Brandenburg ist eine Informationsplattform für Menschen in der zweiten Lebenshälfte sowie für Ältere mit Pflegebedarf und ihre Angehörigen. Nutzerinnen und Anbieterinnen können Angebote aus Bereichen wie Freizeit, Beratung, Kultur oder Unterstützung selbst eintragen und abrufen. Alle Einträge werden geprüft und enthalten Angaben zu Kontakt und Barrierefreiheit. Ziel ist es, landesweit relevante Angebote zentral zugänglich zu machen, soziale und kulturelle Teilhabe zu fördern und digitale Kompetenzen zu stärken.;;CC-BY 4.0;https://civic-data.de/;
https://beyond-ai-collective.org/de/projects/kimodi/;KI-MoDi;KI Anwendung, Toolanalyse;Teilhabe, Antidiskriminierung;https://beyond-ai-collective.org/de/projects/kimodi/;beyond AI Collective;Abgeschlossen;KIMODI untersucht das selbst entwickelte Content-Moderation-Assistenz-Systems KOSMO auf Diskriminierungsrisiken in Online-Diskussionen und erarbeitet dafür ein Modell zur Analyse und reduktion von Diskriminierung in KI-Sprachmodellen. Das Ziel ist, mit mathematisch-statistische, technischen und nicht-technischen Verfahren Diskriminierung durch KI-Sprachmnodelle zu vermeiden.;KI-MoDi;CC-BY 4.0;https://civic-data.de/;
www.glaice.de;GLAICE - KI-basierte Assistenz für ein Leben mit Diabetes;Datenanwendung für Öffentlichkeit, KI Anwendung;Gesundheit, Diabetes;www.glaice.de;Glaice;Abgeschlossen;Glaice ist eine digitale Gesundheits-App, die Menschen mit Diabetes (Typ 1 und Typ 2) datenbasiert unterstützt. Das System analysiert persönliche Gesundheits-, Lebensstil- und Blutzuckerdaten mithilfe eines wissenschaftlich fundierten Algorithmus. Die App liefert nutzerzentrierte, verständliche Empfehlungen und maßgeschneiderte Beratung, um Sicherheit und Kontrolle im Alltag zu fördern. Dabei steht eine intuitive Benutzeroberfläche im Fokus, die auf sämtlichen Erfahrungsniveaus bedienbar ist.;GLAICE;CC-BY 4.0;https://civic-data.de/;
