Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Projekt-Abkürzung;Lizenz;Lizenz-Organisation;Index
https://publicinterest.ai/tool/map/project/uwazi;Uwazi;{'Digitale Plattform': 'Digitale Plattformen', 'Open-Source': 'Open-Source-Software', 'Datenbank': 'Datenmanagement', 'Datenmanagement': 'Datenmanagement', 'Datenanalyse': 'Datenanalyse', 'Dokumentationstool': 'Unterstützungstools', 'KI-Anwendung': 'Künstliche Intelligenz', 'Natural Language Processing': 'Sprachtechnologie', 'Information Retrieval': 'Datenmanagement'};{'Humanitäre Hilfe': 'Internationale Projekte', 'Menschenrechte': 'Demokratie & Soziale Rechte', 'Flucht und Migration': 'Flucht & Migration', 'Frauen': 'Anti Dismkriminierung', 'Klimaschutz': 'Klima & Umwelt', 'Gleichberechtigung': 'Anti Dismkriminierung', 'Integration': 'Inklusion & Teilhabe'};https://uwazi.io, https://huridocs.org/technology/uwazi/;HURIDOCS;In Betrieb;Uwazi ist ein webbasiertes Open-Source-Tool zum Verwalten und Organisieren von Daten wie Zeugenaussagen, Forschungsergebnissen und Dokumenten. Es ist darauf ausgelegt, Menschenrechtsverteidiger bei der Erfassung, Verwaltung und Nutzbarmachung von Informationen zu unterstützen.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/vera-ai-verification-assisted-by-artificial-intelligence;vera.ai: VERification Assisted by Artificial Intelligence;{'KI Anwendung': '', 'Datenanalyse': 'Datenanalyse', 'Monitoring': 'Wirkungsmessung', 'Entscheidungsassistent': 'Virtuelle Assistenz', 'Generative KI': 'Künstliche Intelligenz', 'Large Language Model (LLM)': 'Sprachtechnologie', 'Prozessautomatisierung': 'Automatisierung', 'Interaktive App': 'Webanwendungen', 'Sprach-Editor': 'Sprachtechnologie', 'Datensatz': 'Datenmanagement', 'Datenschutz': 'Datenmanagement'};{'Demokratie': 'Demokratie & Soziale Rechte', 'Ethik': 'Demokratie & Soziale Rechte', 'Transparenz': 'Inklusion & Teilhabe'};https://www.veraai.eu/home;Information Technologies Institute of Centre for Research and Technology-Hellas (CERTH-ITI);In Planung;vera.ai entwickelt vertrauenswürdige KI-Lösungen gegen fortgeschrittene Desinformationstechniken für Medienprofis und Forscher. Das Projekt zielt darauf ab, die Grundlagen für zukünftige Forschung im Bereich KI gegen Desinformation zu legen und die Verifikation von Inhalten zu unterstützen.;vera.ai;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/vframe;VFRAME;{'KI Anwendung': '', 'Analyse von Sensordaten und ML': 'Künstliche Intelligenz', 'Offene Daten': 'Öffentliche Daten', 'Digitale Plattform': 'Digitale Plattformen'};{'Menschenrechte': 'Demokratie & Soziale Rechte', 'Humanitäre Hilfe': 'Internationale Projekte', 'Internationale': 'Internationale Projekte', 'Wissensmanagement': 'Organisation & Professionalisierung'};https://vframe.io;Mnemonic.org;In Betrieb;VFRAME ist ein Open-Source-Bildverarbeitungssystem, das Computer-Vision-Technologien und angepasste Modelle nutzt, um Objekte wie Munition in Konfliktgebieten zu identifizieren. Es unterstützt Menschenrechtsforscher bei forensischen Untersuchungen und investigativem Journalismus.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/wertis-ki;WERTIS-KI;{'KI Anwendung': '', 'Interaktive App': 'Webanwendungen', 'Analyse von Sensordaten und ML': 'Künstliche Intelligenz', 'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit'};{'Umweltschutz': 'Klima & Umwelt', 'Nachhaltigkeit': 'Klima & Umwelt', 'Abfallwirtschaft': 'Klima & Umwelt', 'Barrierefreiheit': 'Inklusion & Teilhabe', 'Vernetzung': 'Organisation & Professionalisierung', 'Wissensmanagement': 'Organisation & Professionalisierung'};https://wert-i.de/;Ostfalia Hochschule für angewandte Wissenschaften, dida Datenschmiede, ge‑T GmbH, Abfallentsorgungsgesellschaft A+B Peine;In Planung;WERTIS-KI ist ein Gemeinschaftsprojekt, das eine App entwickelt, die Objekte mittels künstlicher Intelligenz erkennt und mögliche Recyclingwege vorschlägt. Ziel ist es, Menschen durch Umweltbildung zu befähigen und Ressourcen durch die Reduzierung von Fehlwürfen bei der Abfalltrennung zu schonen.;;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/www-jsk-org-pk;Jamiat sanabilul khair;{'KI Anwendung': '', 'Digitale Plattform': 'Digitale Plattformen', 'Datenerhebung': 'Datenerhebung', 'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit'};{'Armut': 'Arbeit & Soziales', 'Bildung': 'Bildung', 'Gesundheit': 'Gesundheit', 'Humanitäre Hilfe': 'Internationale Projekte', 'Nachhaltigkeit': 'Klima & Umwelt', 'International': 'Internationale Projekte', 'Partizipation': 'Inklusion & Teilhabe'};http://www.jsk.org.pk;Jamiat sanabilul khair;In Betrieb;Jamiat sanabilul khair (Jsk) ist eine gemeinnützige Organisation, die Menschen in Pakistan durch Hilfe in Katastrophen, Gesundheitsversorgung, Bildung, sauberem Wasser und Mikrofinanzierung unterstützt. Sie nutzt eine digitale Plattform, um Spenden zu sammeln und Bedürftigen den Zugang zu Hilfsleistungen zu ermöglichen.;Jsk;CC-BY 4.0;https://publicinterest.ai/;
https://publicinterest.ai/tool/map/project/zentrum-fur-vertrauenswurdige-kunstliche-intelligenz-zvki;Zentrum für vertrauenswürdige Künstliche Intelligenz;{'Datenanalyse': 'Datenanalyse', 'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Datenstandards': 'Datenmanagement', 'Dokumentations- und Netzwerktool': 'Unterstützungstools', 'Monitoring': 'Wirkungsmessung', 'Vernetzungsassistent': 'Virtuelle Assistenz', 'Datenschutz': 'Datenmanagement'};{'Antidiskriminierung': 'Anti Dismkriminierung', 'Beratung': 'Soziale Dienste', 'Chancengleichheit': 'Anti Dismkriminierung', 'Demokratie': 'Demokratie & Soziale Rechte', 'Ethik': 'Demokratie & Soziale Rechte', 'Evaluation': 'Organisation & Professionalisierung', 'Gleichberechtigung': 'Anti Dismkriminierung', 'Gleichstellung': 'Anti Dismkriminierung', 'Inklusion': 'Inklusion & Teilhabe', 'Menschenrechte': 'Demokratie & Soziale Rechte', 'Nachhaltigkeit': 'Klima & Umwelt', 'Partizipation': 'Inklusion & Teilhabe', 'Teilhabe': 'Inklusion & Teilhabe', 'Transparenz': 'Inklusion & Teilhabe', 'Umwelt': 'Klima & Umwelt', 'Vernetzung': 'Organisation & Professionalisierung', 'Wissensmanagement': 'Organisation & Professionalisierung'};https://www.zvki.de/;Think Tank iRights.Lab, Fraunhofer AISEC, Fraunhofer IAIS, Freie Universität Berlin;In Betrieb;Das Zentrum für vertrauenswürdige Künstliche Intelligenz (ZVKI) informiert die Öffentlichkeit über konsumentenrelevante KI-Themen, fördert die öffentliche Debatte und entwickelt Anforderungen sowie Werkzeuge für vertrauenswürdige KI. Es forscht an grundlegenden Anforderungen wie Datenschutz, Robustheit, Fairness und Erklärbarkeit von KI-Systemen.;ZVKI;CC-BY 4.0;https://publicinterest.ai/;
www.demokratie-wegweiser.de;Demokratie-Wegweiser;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'Demokratie': 'Demokratie & Soziale Rechte', 'Teilhabe': 'Inklusion & Teilhabe', 'Transparenz': 'Inklusion & Teilhabe'};www.demokratie-wegweiser.de;Demokratie-Wegweiser;online - in Weiterentwicklung;Der Demokratie Wegweiser hat Daten über gewählte Ratsmitglieder gesammelt und auf einer interaktiven Karte verfügbar gemacht, die für alle Orte in NRW die Mandatsträger auf kommunaler, Landes- und Bundesebene anzeigt. So können sich Bürger*innen mit ihren Anliegen direkt an die Verantwortlichen wenden.;;CC-BY 4.0;https://civic-data.de/;
www.giessdenkiez.de;Gieß den Kiez;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse', 'Crowd-Sourced Daten': 'Öffentliche Daten', 'Offene Daten': 'Öffentliche Daten'};{'Stadt': 'Stadtentwicklung', 'Umwelt': 'Klima & Umwelt'};www.giessdenkiez.de;CityLAB Berlin ;online - in Betrieb;Gieß den Kiez ist eine interaktive Karte, die auf Offenen Datensätzen basiert und Stadtbäume mit Informationen wie Wasserbedarf, Alter und Art darstellt. Das Ziel: Bürger*innen können sich über den Wasserbedarf von Bäumen in der Nachbarschaft informieren, Bäume adoptieren und ihre Gießungen protokollieren. ;;CC-BY 4.0;https://civic-data.de/;
www.hilf-mir.berlin;Hilf mir Berlin ;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'Gesundheit': 'Gesundheit', 'Mentale Gesundheit': 'Gesundheit', 'Stadt': 'Stadtentwicklung'};www.hilf-mir.berlin;CityLAB Berlin;online - im Testbetrieb;HILF-MIR Berlin bündelt Informationen zu niedrigschwelligen psychosozialen Angeboten in Berlin und macht sie über eine interaktive Karte sowie eine übersichtliche Liste zugänglich. Bürger*innen können gezielt nach Unterstützung bei psychischen Krisen oder Suchtproblemen suchen und passende Anlaufstellen in ihrer Nähe finden.;;CC-BY 4.0;https://civic-data.de/;
https://www.caritas-digital.de/projekte/lernende-systeme-in-der-beratung/;CariFix;{'Interne Datenanwendung': 'Interne Datenanwendung', 'Knowledge Graph': 'Wissensorganisation', 'Vernetzungsassistent': 'Virtuelle Assistenz'};{'Migrationsberatung': 'Flucht & Migration', 'Soziale Arbeit': 'Soziale Dienste'};https://www.caritas-digital.de/projekte/lernende-systeme-in-der-beratung/;Caritas ;online - im Testbetrieb;Beratende der Caritas sammeln täglich Informationen über ihre Erfahrungen: Welchen Problemen ihrer Klient*innen haben sie wie geholfen. Diese Expertise-Daten werden mit CariFIX anonymisiert analysiert. CariFIX soll Beratende mit einer Frage, zu der sie Expertise benötigen, unterstützen und Beratende vernetzen.;CariFIX;CC-BY 4.0;https://civic-data.de/;
www.seniorennetz.berlin;Seniorennetz Berlin ;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'Senior*innen': 'Soziale Dienste', 'Soziale Arbeit': 'Soziale Dienste'};www.seniorennetz.berlin;place/making;online - in Betrieb;Das Seniorennetz Berlin schafft mit der interaktiven Karte themenbasiert Zugänge zu sozialen Angeboten und vernetzt digital und lokal Trägerorganisationen und Senior*innen. Das System ist barrierefrei, verarbeitet Änderungsvorschläge und integriert automatische Übersetzungen in beliebige Sprachen.;;CC-BY 4.0;https://civic-data.de/;
;Disposition von Rettungsmitteln;{'Interne Datenanwendung': 'Interne Datenanwendung', 'KI Anwendung': '', 'Maschinelles Lernen': 'Künstliche Intelligenz'};{'Rettungsdienst': 'Gesundheit'};;DRK Rheinland-Pfalz;online - im Testbetrieb;Basierend auf vergangenen Einsätzen, Wetter- und Verkehrsdaten wurde ein KI-Modell trainiert, das Vorschläge zur Umdisposition von Rettungsfahrzeugen an andere Rettungswachen oder geeignete Orte macht. So soll eine lückenfreie Abdeckung von Rettungsmitteln und die 15 Minuten Hilfsfrist besser eingehalten werden.;;CC-BY 4.0;https://civic-data.de/;
www.codo-mentoring.org;codo - Das Datentool für Mentoringprojekte;{'Interne Datenanwendung': 'Interne Datenanwendung', 'Datenerhebung': 'Datenerhebung', 'Matching': 'Datenanalyse', 'Dashboard': 'Datenreporting'};{'Mentoring': 'Bildung', 'Patenschaft': 'Organisation & Professionalisierung'};www.codo-mentoring.org;Stiftung Bürgermut + Bürgerstiftung Hamburg;online - im Testbetrieb;codo ist ein von der Community entwickeltes digitales Tool zum Management von Patenschaften und Mentoringbeziehungen. Dabei spielt dir strukturierte Erfassung und Auswertung von Daten eine wichtige Rolle. Projektkoordinatorinnen können damit Kontakte zentral verwalten, Matchingprozesse dokumentieren, Kennzahlen analysieren und Fortschritte nachvollziehen.;codo;CC-BY 4.0;https://civic-data.de/;
www.leerstandsmelder.de;Leerstandsmelder;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse', 'Crowd-Sourced Daten': 'Öffentliche Daten', 'Datenerhebung': 'Datenerhebung', 'Interaktive App': 'Webanwendungen'};{'Stadt': 'Stadtentwicklung', 'Wohnen': 'Stadtentwicklung'};www.leerstandsmelder.de, https://civic-data.de/leerstandsmelder/;Leerstandsmelder;online - in Betrieb;In Großstädten stehen oft unzählige Flächen leer, die bisher nicht dokumentiert waren. Der Leerstandsmelder macht auf einer interaktiven Karte sichtbar, wo Wohn- und Gewerberäume nicht genutzt werden. Leerstände können auf der Karte von allen Nutzer*innen direkt und unkompliziert eingetragen werden.;;CC-BY 4.0;https://civic-data.de/;
www.fairsharewl.org;Fair Share of Women Leaders;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Dashboard': 'Datenreporting'};{'Transparenz': 'Inklusion & Teilhabe', 'Gleichstellung': 'Anti Dismkriminierung', 'Teilhabe': 'Inklusion & Teilhabe'};www.fairsharewl.org;Fair Share of Women Leaders;online - in Betrieb;Der FAIR SHARE Monitor ist ein datenbasiertes Instrument zur langfristigen Untersuchung der Geschlechterverteilung in den Belegschaften, Leitungs- und Aufsichtsgremien zivilgesellschaftlicher Organisationen. Auf Basis der Daten werden jährlich Listen und Grafiken transparent gemacht.;FAIR SHARE;CC-BY 4.0;https://civic-data.de/;
strassenlotse.hamburg;Strassenlotse Hamburg;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'Wohnungslosenhilfe': 'Soziale Dienste', 'Kältehilfe': 'Soziale Dienste'};strassenlotse.hamburg;Arbeitsgemeinschaft der freien Wohlfahrtspflege Hamburg;online - in Betrieb;Strassenlotse.Hamburg ist eine webbasierte App, die aktuelle Daten zu Einrichtungen und Hilfsangeboten für wohnungs- und obdachlose Menschen in Hamburg bündelt und strukturiert zugänglich macht. Nutzer*innen können Informationen gezielt filtern, auf einer interaktiven Karte mit Navigation anzeigen und wichtige Dokumente digital abrufen. Die Anwendung unterstützt sowohl die eigenständige Recherche als auch den Beratungsprozess und ermöglicht bei Bedarf den Ausdruck relevanter Suchergebnisse.;;CC-BY 4.0;https://civic-data.de/;
https://www.e-beratungsinstitut.de/projekte/kaimo/;KAIMO;{'Interne Datenanwendung': 'Interne Datenanwendung', 'KI Anwendung': '', 'Entscheidungsassistent': 'Virtuelle Assistenz'};{'Kinderschutz': 'Jugendhilfe', 'Ethik': 'Demokratie & Soziale Rechte'};https://www.e-beratungsinstitut.de/projekte/kaimo/;Institut für E-Beratung, TH Nürnberg;abgeschlossen/ eingestellt;Der KAIMo-Prototyp ist ein mehrstufiges Assistenzsystem, das Fachkräfte im Kinderschutz evidenzbasiert bei der Urteilsfindung und ethischen Reflexion unterstützt. Es ermöglicht die strukturierte Erfassung, Auswertung und Visualisierung relevanter Falldaten, ordnet Informationen aus unterschiedlichen Quellen automatisiert nach Merkmalen und Akteur*innen und macht bestehende Lücken im Informationsstand sichtbar. ;KAIMo;CC-BY 4.0;https://civic-data.de/;
https://correlaid.org/en/using-data/project-database/2021-07-SIL/;Silbernetz Dashboard;{'interne Datenanwendung': '', 'Dashboard': 'Datenreporting', 'Monitoring': 'Wirkungsmessung'};{'Senioren': 'Soziale Dienste', 'Soziale Arbeit': 'Soziale Dienste'};https://correlaid.org/en/using-data/project-database/2021-07-SIL/;Silbernetz e.V.  und CorrelAid;online - in Betrieb;Silbernetz und CorrelAid-Team entwickelten ein interaktives Dashboard, das Anrufdaten automatisiert auswertet und visualisiert. So entfallen zeitaufwändige manuelle Auswertungen. Aussagekräftige Statistiken sowie Karten unterstützen Silbernetz wirkungsvoll bei interner Analyse und der Gewinnung von Fördermitteln.;;CC-BY 4.0;https://civic-data.de/;
https://fair-text.com/;Fair Text;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'KI Anwendung': '', 'Large Language Model': 'Sprachtechnologie', 'Übersetzungsassistent': 'Sprachtechnologie'};{'Barrierefreiheit': 'Inklusion & Teilhabe', 'Teilhabe': 'Inklusion & Teilhabe', 'Integration': 'Inklusion & Teilhabe', 'Inklusion': 'Inklusion & Teilhabe'};https://fair-text.com/;laizee.ai GmbH;online - in Weiterentwicklung;Aus dem Projekt ErLesen der FH Aachen entstand Fair Text, ein KI-gestütztes Tool, um Texte in Leichte Sprache umzuwandeln. Ziel ist es, sprachliche Barrieren abzubauen und Menschen mit eingeschränkten Deutschkenntnissen oder Behinderungen mehr gesellschaftliche Teilhabe zu ermöglichen. ;Fair Text;CC-BY 4.0;https://civic-data.de/;
www.caremates.de;CareMates;{'KI Anwendung': '', 'Datenerhebung': 'Datenerhebung', 'Prozessautomatisierung': 'Automatisierung'};{'Pflege': 'Gesundheit'};www.caremates.de;CareMates;online - in Weiterentwicklung;Mithilfe eines digitalen Aufnahmebogens werden Stammdaten und Pflegeanforderungen der Patient*innen erfasst. Damit erstellen DSGVO-konforme KI-Algorithmen automatisch Pflegedokumente, individuelle Pflegepläne, Kostenvoranschläge und Vertragsdokumente. Pflegekräfte prüfen und passen diese an.;CareMates;CC-BY 4.0;https://civic-data.de/;
;CarDia;{'interne Datenanwendung': '', 'Erhebung': 'Datenerhebung', 'Dashboard': 'Datenreporting'};{'Beratung': 'Soziale Dienste', 'Soziale Arbeit': 'Soziale Dienste', 'Organisationsentwicklung': 'Organisation & Professionalisierung'};;Caritasverband Hannover;online - in Betrieb;"CarDia ist eine Software, die ermöglicht, Soziale Arbeit qualitativ zu bewerten und damit eine Brücke zu den kaufmännischen Schnittstellen im Unternehmen zu bauen. Beratende reflektieren damit ihre Arbeit datenbasiert, Führungskräfte entwickeln ihre Organisation werteorientiert, hierarchie- und professionsübergreifend. Ein Ansatz wie CarDia macht deutlich, wie viel mehr als eine Anzahl an Stunden und Menschen mit Sozialer Arbeit verbunden ist und dabei, unsere Dienste zu verbessern.
";;CC-BY 4.0;https://civic-data.de/;
https://erfrischungskarte.odis-berlin.de/;Berliner Erfrischungskarte;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse', 'Open Data': 'Öffentliche Daten'};{'Stadt': 'Stadtentwicklung', 'Umwelt': 'Klima & Umwelt', 'Gesundheit': 'Gesundheit'};https://erfrischungskarte.odis-berlin.de/;Open Data Informationssstelle Berlin, CityLab Berlin, Technologiestiftung;online - in Testbetrieb;Die Erfrischungskarte basiert auf der Simulation der Sonneneinstrahlung anhand eines digitalen Geländemodells und der Interpolation von klimatischen Modelldaten der Senatsverwaltung für Stadtentwicklung und Wohnen. Der Code des Tools ist Open Source und auf Github zu finden, sodass ihn jede*r weiterverwenden oder Vorschläge für Verbesserungen machen kann. Die Erfrischungskarte soll dazu anregen, die Stadt auf andere Art und Weise zu entdecken und gleichzeitig über das Thema Klimaanpassung zur Sicherstellung von Gesundheit und Lebensqualität in immer heißer werdenden Städten nachzudenken.;;CC-BY 4.0;https://civic-data.de/;
https://drk-wohlfahrt.de/blog/eintrag/mit-webscraping-data-science-die-wohnungslosenhilfen-im-drk-verstehen/;Webscraping Angebote für Wohnungslose;{'Erhebung': 'Datenerhebung', 'Verzeichnis': 'Karten & Verzeichnisse'};{'Wohnungslosenhilfe': 'Soziale Dienste', 'Kältehilfe': 'Soziale Dienste', 'Armut': 'Arbeit & Soziales', 'Soziale Arbeit': 'Soziale Dienste'};https://drk-wohlfahrt.de/blog/eintrag/mit-webscraping-data-science-die-wohnungslosenhilfen-im-drk-verstehen/;Deutsches Rotes Kreuz;abgeschlossen/ eingestellt;Gemeinsam mit Data Science for Social Good Berlin wurden mittels Web Scraping Webseiten von DRK Kreis- und Landesverbänden ausgelesen und nach Hilfsangeboten für wohnungslose Menschen durchsucht. Dadurch konnte eine analysier- und darstellbare Orientierung im Dschungel der Angebote geschaffen werden.;;CC-BY 4.0;https://civic-data.de/;
www.cropburning.in, www.energyharvesttrust.com;Energy Harvest Trust - India;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Dashboard': 'Datenreporting', 'KI Anwendung': '', 'Machine Learning': 'Künstliche Intelligenz', 'Computer Vision': 'Bildverarbeitung'};{'International': 'Internationale Projekte', 'Indien': 'Internationale Projekte', 'Energie': 'Klima & Umwelt', 'Landwirtschaft': 'Klima & Umwelt'};www.cropburning.in, www.energyharvesttrust.com;Energy Harvest Trust - India;online - in Betrieb;MIthilfe von Satellitendaten idetifiziert die NGO Energy Harvest Trust Reisfelder, auf denen das Reisstroh verbrannt wird. Als Alternative zur Verbrennung wird den Bäuerinnen und Bauren angeboten, ihr Stroh an ein Biomassekraftwerk zu verkaufen. Zu Pellets verarbeitet, kann so Strom gewonnen werden, Luftverschmutzung verringert und den Bäuerinnen und Bauern ein zusätzliches Einkommen ermöglicht werden.;;CC-BY 4.0;https://civic-data.de/;
https://shelter-associates.org/plus-code/;Plus Code;{'Erhebung': 'Datenerhebung', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'International': 'Internationale Projekte', 'Indien': 'Internationale Projekte', 'Teilhabe': 'Inklusion & Teilhabe', 'Armut': 'Arbeit & Soziales'};https://shelter-associates.org/plus-code/;Shelter Associates - India;online - in Weiterentwicklung;"Shelter Associates nutzt seit 30 Jahren Datenerhebung, um die Lebensrealitäten von Menschen in indischen Slums sichtbar zu machen und ihnen mit Hilfe von Geodaten (Längen- und Breitengrade werden zu ""Plus Codes"") eine eindeutige Adresse zu geben. So werden Haushalte, Geschäfte und Einrichtungen auffindbar und können von Post, Lieferdiensten sowie Rettungsdiensten schneller erreicht werden.";;CC-BY 4.0;https://civic-data.de/;
https://shelter-associates.org/statistical-data-2/;Data for All;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Erhebung': 'Datenerhebung', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'International': 'Internationale Projekte', 'Indien': 'Internationale Projekte', 'Teilhabe': 'Inklusion & Teilhabe', 'Armut': 'Arbeit & Soziales', 'Gleichberechtigung': 'Anti Dismkriminierung'};https://shelter-associates.org/statistical-data-2/;Shelter Associates - India;online - in Weiterentwicklung;Shelter Associates erhebt, organisiert und veröffentlicht Daten aus Slums auf Basis von Befragungen und bezieht dabei die Bewohner*innen selbst aktiv ein. Mitglieder der Communities werden in Datenerhebung und Kartenlesen geschult, wodurch sie ihre Lebensrealität sichtbar machen und als Partner im Entwicklungsprozess auftreten können. Die Daten zeigen Lücken in der kommunalen Versorgung auf, schaffen Augenhöhe zwischen Behörden, Zivilgesellschaft und Betroffenen und schließen zugleich eine wichtige Gender-Datenlücke, indem die Erfahrungen von Frauen und Mädchen systematisch erfasst werden.;;CC-BY 4.0;https://civic-data.de/;
https://www.sightsavers.org/programmes/inclusive-data/;Sightsavers;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Erhebung': 'Datenerhebung', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse'};{'International': 'Internationale Projekte', 'Kamerun': 'Internationale Projekte', 'Teilhabe': 'Inklusion & Teilhabe', 'Inklusion': 'Inklusion & Teilhabe'};https://www.sightsavers.org/programmes/inclusive-data/;Sightsavers - International;online - in Weiterentwicklung;Sightsavers setzt sich weltweit für die systematische Erhebung inklusiver Daten ein, die nach Behinderung, Geschlecht, Alter und weiteren Faktoren differenziert sind. Auf dieser Grundlage werden Ungleichheiten sichtbar gemacht und Verbesserungen im Zugang zu Gesundheits- und Unterstützungsangeboten angestoßen, etwa durch Studien zur augenmedizinischen Versorgung in Malawi und Uganda. Als unabhängige Forschungsorganisation kombiniert Sightsavers wissenschaftliche Analysen mit praktischer Hilfe und arbeitet eng mit Regierungen, Behindertenorganisationen und internationalen Partnern zusammen. Ziel ist es, Barrieren abzubauen und die Teilhabe von über 800 Millionen Menschen mit Behinderungen in Ländern mit niedrigem und mittlerem Einkommen zu stärken.;;CC-BY 4.0;https://civic-data.de/;
https://www.impactsproject.com/;Inclusive Mobility: Public And Collaborative Trusted Spaces;{'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Erhebung': 'Datenerhebung', 'Dashboard': 'Datenreporting'};{'International': 'Internationale Projekte', 'Türkei': 'Internationale Projekte', 'Kroatien': 'Internationale Projekte', 'Stadt': 'Stadtentwicklung'};https://www.impactsproject.com/;Impacts Project;abgeschlossen/ eingestellt;Im Forschungsprojekt IMPACTS wurden neue Ansätze für ein nutzerzentriertes öffentliches Verkehrssystem entwickelt und erprobt. Durch digitale Feedbackmechanismen wurden Fahrgäste in Communities vernetzt, konnten Probleme melden und Vertrauen über Bewertungsfunktionen aufbauen. Städte und Verkehrsanbieter erhielten dadurch Echtzeit-Einblicke in die Wahrnehmung ihrer Dienste und konnten Verbesserungen gezielt umsetzen. Das Pilotprojekt zeigte, dass sich so Mobilitätsangebote attraktiver gestalten, Verkehrsaufkommen reduzieren und städtische Räume effizienter nutzen lassen.;IMPACTS;CC-BY 4.0;https://civic-data.de/;
https://de.mi4people.org/marinelitterdetectionviasatellites;Erkennung von Meeresmüll über Satelliten;{'Datenanwendung für die Öffentlichkeit': '', 'KI Anwendung': '', 'Machine Learning': 'Künstliche Intelligenz', 'interaktive Karte/ Verzeichnis': 'Karten & Verzeichnisse', 'Computer Vision': 'Bildverarbeitung'};{'International': 'Internationale Projekte', 'Umwelt': 'Klima & Umwelt', 'Meeresschutz': 'Klima & Umwelt'};https://de.mi4people.org/marinelitterdetectionviasatellites;MI4people;in Planung;Das Projekt von MI4people erstellt eine globale Karte von Meeresmüll mittels Computer-Vision. In Satellitenbildern werden Plastik und anderer Meeresmüll sowie dessen Position und Größe (fast) in Echtzeit identifiziert und verzeichnet. So tragen KI und maschinelles Lernen dazu bei, bessere Entscheidungen im Bezug auf Müllvermeidung und Meeresreinigung zu fällen. Außerdem tragen transparente Infromationen zur Bewusstseinsbildung bei der bevölkerung bei.;;CC-BY 4.0;https://civic-data.de/;
https://de.mi4people.org/general-computer-vision-for-healthcare;General Computer Vision für das Gesundheitswesen;{'KI Anwendung': '', 'Machine Learning': 'Künstliche Intelligenz', 'Computer Vision': 'Bildverarbeitung'};{'International': 'Internationale Projekte', 'Gesundheit': 'Gesundheit', 'Kongo': 'Internationale Projekte'};https://de.mi4people.org/general-computer-vision-for-healthcare;MI4people;in Planung;Länder mit mittlerem und niedrigem Einkommen sind ganz besonders von Magel in Gesunheitsberufen betroffen. Daher arbeitet ein Team bei MI4People an einem open-source Computer-Vision-System für die medizinische Bildanalyse, das Ärzt*innen weltweit bei der Diagnose unterstützen kann, auch wenn es sich nicht um ihr Fachgebiet handelt. Ziel ist ein frei verfügbares Tool, das ein breites Krankheitsspektrum abdeckt und unterschiedliche Bildtypen wie Fotos, Röntgen-, CT- oder MRT-Aufnahmen verarbeiten kann.;;CC-BY 4.0;https://civic-data.de/;
